NUM,ROMAJI,EXPECTED,SwiftKey 6.4.8.57 (S),# characters,edit distance
273,amarihyouban'noyokunaiginkoudesu,あまり評判のよくない銀行です,あまり評判のよくないぎんこうです,14,4
274,tsuginohankoumosuguniokoruwa,次の犯行もすぐに起こるわ,次の犯行もすぐに怒るわ,12,2
275,kaizoushitasutangangamitsukatta,改造したスタンガンが見つかった,改造したす?眼がみつかった,15,6
276,settosareterukanouseigakiwametetakai,セットされてる可能性が極めて高い,セットされてる可能性が極めてたかい,16,2
277,souiukotodaasonderuhimahanai,そういうことだ遊んでる暇はない,そういうことだ遊んでる暇はない,15,0
278,yaharibakudanhasettosareteruna,やはり爆?はセットされてるな,やはり爆?はセットされてるな,14,0
279,jikan'nantekinisuruhitsuyounai,時間なんて?にする必要ない,時間なんて?にする必要ない,13,0
280,kanariseimitsuniyaranaito,かなり精密にやらないと,かなり精密にやらないと,11,0
281,hon'nowazukaoomenisuru,ほんのわずか多めにする,ほんのわず顔お面する,11,4
282,soremonandokayatteminaitowakaranai,それも何度かやってみないと分からない,それも何度かやってみないとわからない,18,1
283,tokurasan'niokikishimashita,?倉さんにお聞きしました,とクラさんにお聞きしました,12,3
284,nanikarananimadeoshieteitadakimashita,何から何まで?えていただきました,何から何まで?えていただきました,16,0
285,usohazettainiittehanaranai,?は絶?に言ってはならない,?は絶?に言ってはならない,13,0
286,konbakudanshorihangamukatteimasu,今爆??理班が向かっています,こん爆??理はんがむかっています,14,5
287,mousukoshimatebayokattandayo,もう少し待てばよかったんだよ,もう少し待てばよかったんだよ,14,0
288,iwaserutamenitsukuttandatte,言わせるために作ったんだって,言わせるために作ったんだって,14,0
289,sorehawatashigayuushuudakaradesu,それはわたしが優秀だからです,それは私が優秀だからです,14,3
290,kokohadaremooshietekurenaikarana,ここは誰も?えてくれないからな,ここは誰も?えてくれないからな,15,0
291,anonoppototsukiatteruotoko,あののっぽと付き合ってる男,あのノッポと付き合ってる男,13,3
292,genjitsutekinihasoukamoshirenai,現?的にはそうかもしれない,現?的にはそうかもしれない,13,0
293,demoutenakyakeijijanai,でも?てなきゃ刑事じゃない,でも打てなきゃ刑事じゃない,13,1
294,omaenokotoiroirouwasaninatteruzo,お前のこと色??になってるぞ,お前のこと色??になってるぞ,14,0
295,sakkitaitoukudejoshidaiseiga,さっき台東?で女子大生が,あっき台東?で女子大せいが,12,3
296,tomonichitorikantoriwookonatteimasuga,共に地取り鑑取りを行っていますが,共に一人カントりをおこなっていますが,16,8
297,mondaihakonointa-nettonokeijiban,問題はこのインタ?ネットの?示板,問題はこのインタ?ネットの?示板,16,0
298,mataichininshokeishiteyatta,また一人?刑してやった,また一人?刑してやった,11,0
299,ichininmenoshokeishayoshiokahitomi,一人目の?刑者よしおかひとみ,一人目の?刑者よしおかひとみ,14,0
300,satsujinhanwoeiyuushishiterunda,殺人犯を英雄視してるんだ,殺人犯を英雄視してるんだ,12,0
301,kakikominojouhouniyoruto,書き?みの情報によると,書き?みの情報によると,11,0
302,kyodainadaga-naifuwomochi,巨大なダガ?ナイフを持ち,巨大なだが?ないふをもち,12,6
303,sonoma-kuwogenbanimonokosu,そのマ?クを現場にも?す,そのマ?クを現場にも?す,12,0
304,sougousurutokon'nakanjidesu,?合するとこんな感じです,?合するとこんな感じです,12,0
305,inta-nettonodemajanai,インタ?ネットのデマじゃない,インタ?ネットのデマじゃない,14,0
306,tomoniganbarouzeossan,共に頑張ろうぜおっさん,共に頑張ろうぜおっさん,11,0
307,chottoshirabetehoshiikotogaarundesu,ちょっと調べてほしいことがあるんです,ちょっと調べてほしいことがあるんです,18,0
308,daijiken'nihattensurukamoshirenaindesu,大事件に?展するかもしれないんです,大事件に?展するかもしれないです,17,1
309,yoshiokasanhaosakewononda,吉岡さんはお酒を?んだ,吉岡さんはお酒を?んだ,11,0
310,beddonowakiniochitakotoniyoru,ベッドの脇に落ちたことによる,ベッドの脇に落ちたことによる,14,0
311,genbanibattenma-kutoka,現場にばってんマ?クとか,現場にばってんマ?クとか,12,0
312,son'nayatsuoruwakenaiyaro,そんなやつおるわけないやろ,そんな奴おるわけないやろ,13,2
313,subetefuri-supe-sunioitearu,全てフリ?スペ?スに置いてある,全てフリ?スペ?スに置いてある,15,0
314,sorezorenoshokatsunirenrakusasete,それぞれの所轄に連絡させて,それぞれの諸葛に連絡させて,13,2
315,onajiningengakakikomishiteruyoudesu,同じ人間が書き?みしてるようです,同じ人間が書き?みしてるようです,16,0
316,konointa-nettonisankashiteiruzen'inga,このインタ?ネットに?加している全員が,このインタ?ネットに?加している全員が,19,0
317,demokanojohafukunouekaradatta,でも彼女は服の上からだった,でも彼女は服の上からだった,13,0
318,kaminantematsuriagerarete,神なんて祭り上げられて,?なんて祭りあゲラれて,11,4
319,peraperashabetteitasoudana,ぺらぺらしゃべっていたそうだな,ペラペラ?っていたそうだな,15,7
320,sonokuchinokarusadetaihodekitayo,その口の?さで逮捕できたよ,その口の?さで逮捕できたよ,13,0
321,taihosaretanohatonainisumu,逮捕されたのは都?に住む,逮捕されたのは都?に住む,12,0
322,tsukamattayatsuhakaminankajanai,捕まった奴は神なんかじゃない,捕まった奴は神なんかじゃない,14,0
323,oyagosankarahaganbareba,親御さんからは頑張れば,親御さんからは頑張れば,11,0
324,kizutsukukotomonaindamon'ne,傷つくこともないんだもんね,傷つくこともないんだもんね,13,0
325,dakarananigaiitaindatte,だから何が言いたいんだって,だから何が言いたいんだって,13,0
326,heinomukouniochitakamisama,?の向こうに落ちた神?,へいの向こうに落ちた神?,11,2
327,inta-nettohamatsuriyo,インタ?ネットは祭りよ,インタ?ネットは祭りよ,11,0
328,madarenrakunotorenakatta,まだ連絡の取れなかった,まだ連絡の取れなかった,11,0
329,kiryokugaarebanaosarakikendesune,?力があればなおさら危?ですね,?力があればなおさら危?ですね,15,0
330,inta-nettonokakikomino,インタ?ネットの書き?みの,インタ?ネットの書き?みの,13,0
331,hontounokaibutsuwoundeshimatta,本?の怪物を生んでしまった,本?の怪物を産んでしまった,13,1
332,omoshirogattadarekaganamaewokakikomu,面白がった誰かが名前を書き?む,面白がった誰かが名前をかきこむ,15,2
333,sonokitainikotaeyoutosuruhazu,その期待に?えようとするはず,その期待に答えようとするはず,14,1
334,ikkokumohayakutaihoshinakereba,一刻も早く逮捕しなければ,一刻も早くたいほしなければ,12,3
335,sorezorehokanshitsuniitte,それぞれ保管室に行って,それぞれ保管しつに行って,11,2
336,kenjuuwokeikoushiteikuyouni,拳銃を携行していくように,拳銃を傾向していくように,12,2
337,mouchottoiishashintsukainasai,もうちょっといい??使いなさい,もうちょっといい??使いなさい,15,0
338,goeisousainhakorekarasenshutsusuru,護衛?査員はこれから選出する,護衛?査員はこれからせんしゅつする,14,5
339,ikkokumohayakuhappyoushitairashiikara,一刻も早く?表したいらしいから,一刻も早く?表したいらしいから,15,0
340,akkenaisaigodeshitane,あっけない最期でしたね,??ない最後でしたね,11,4
341,konohan'nindakegainta-nettojounokamiwo,この犯人だけがインタ?ネット上の神を,この犯人だけがインタ?ネットじょうのかみを,18,5
342,tsumaritokkunishinderuitaini,つまりとっくに死んでる遺?に,つまりとっくに死んでるいたいに,14,3
343,imahanakagajippa-ninatteru,今は中がジッパ?になってる,今は仲がジッパ?になってる,13,1
344,inta-nettonoo-kushondekatta,インタ?ネットのオ?クションで買った,インタ?ネットのオ?クションで買った,18,0
345,chikakunoho-muresunodansei,近くのホ?ムレスの男性,近くのホ?ムレスの男性,11,0
346,matanomikaishitekudasaine,また?み?してくださいね,また?み?してくださいね,12,0
347,hayouiekaettefurohaitte,早う家?って風呂入って,はよう家?って風呂入って,11,2
348,demohiroshinookagedetasukatta,でも浩のおかげで助かった,でもひろしのおかげで助かった,12,3
349,kondohaasamadetsukiatteyo,今度は朝まで付き合ってよ,今度は朝まで付き合ってよ,12,0
350,kittoningentomitenaiyo,きっと人間と見てないよ,きっと人間と見てないよ,11,0
351,taihenmoushiwakearimasendeshita,大?申し?ありませんでした,大?申し?ありませんでした,13,0
352,onajizasshinodokushamoderuga,同じ?誌の?者モデルが,同じ?誌の?者モデルが,11,0
353,madahan'nin'notegakarihatsukameteinai,まだ犯人の手掛かりはつかめていない,まだ犯人の手掛かりは?めていない,17,2
354,sukoshihanaretearukimasukara,少し離れて?きますから,少し離れて?きますから,11,0
355,kyouhaarigatougozaimashita,今日はありがとうございました,今日はありがとうございました,14,0
356,zehimatajikaimoyondekudasai,ぜひまた次回も呼んでください,ぜひまた次回も?んでください,14,1
357,tadakouittake-sunobaai,ただこういったケ?スの場合,忠興行ったケ?スのばあい,13,8
358,yukkuriochitsuitekaranohouga,ゆっくり落ち着いてからの方が,ゆっくり落ち着いてからの方が,14,0
359,burandonoshinsakuhappyoukainokaerimichi,ブランドの新作?表?の?り道,ブランドの新作?表?のかえりみち,14,4
360,amarishaberitagaranai,あまりしゃべりたがらない,あまり?りたがらない,12,3
361,hanashiwoshitakunaihitomoiruno,話をしたくない人もいるの,話をしたくない人もいるの,12,0
362,higaishahafukakukizutsuiteru,被害者は深く傷ついてる,被害者は深く傷ついてる,11,0
363,watashihiguchisan'nikirawaretamitaidesu,わたし?口さんに嫌われたみたいです,私?口さんに嫌われたみたいです,17,3
364,dokushamoderutohaittemo,?者モデルとはいっても,?者モデルとは言っても,11,1
365,chokusetsuhaitteitasoudesu,直接入っていたそうです,直接は言っていたそうです,11,2
366,kakuseizaidetaihorekimoaru,?せい?で逮捕?もある,?せい?で逮捕れきもある,11,2
367,teijidakarakaetteiiwa,定時だから?っていいわ,定時だから?っていいわ,11,0
368,keimushokaradashitahagakiyafuutouniha,刑務所から出したはがきや封筒には,刑務所からだしたはがきやふうとうには,16,5
369,jiken'nogaiyougamietekimashita,事件の?要が見えてきました,事件のがいようが見えてきました,13,4
370,korehiguchisankaramorattanda,これ?口さんからもらったんだ,これ?口さんからもらったんだ,14,0
371,mottoiroiromorattekoyou,もっと色?もらってこよう,もっと色?もらってこよう,12,0
372,tabundokokadeteashiwoshibarare,たぶんどこかで手足を縛られ,多分どこかで手足を縛られ,13,3
373,korehakizutsuketemokamawanaitoiu,これは傷つけても構わないという,これは傷つけても構わないと言う,15,1
374,naifuwooshitsukerareteita,ナイフを押し付けられていた,ナイフを押し付けられていた,13,0
375,hiratedenagurareterukarakizumoasai,平手で?られてるから傷も?い,平手で?られてるからきずもあさい,14,4
376,mikamitohaonajichuugakunosenpaikouhaide,三上とは同じ中?の先輩後輩で,三上とは同じ中?のせんぱいこうはいで,14,8
377,mikaminohataraiteruba-niyobitsukerarete,三上の?いてるバ?に呼びつけられて,みかみの?いてるバ?ンよびつけられて,17,5
378,sukoshihanashigakikitaindesuga,少し話が聞きたいんですが,少し話が聞きたいんですが,12,0
379,maachottosokodeochademonominagara,まあちょっとそこでお茶でも?みながら,まあちょっとそこでお茶でものみながら,18,1
380,koppunitsuitadaekikara,コップに付いた唾液から,コップについただ液化ら,11,3
381,hen'nakotoshabettendattara,?なことしゃべってんだったら,?なこと?ってんだったら,14,3
382,han'nintomitemachigainaina,犯人とみて間違いないな,犯人と見て間違いないな,11,1
383,purinta-deshutsuryokushitamojidesu,プリンタ?で出力した文字です,プリンタ?で出力したもじです,14,2
384,purinta-nome-ka-gaonajidato,プリンタ?のメ?カ?が同じだと,プリンタ?のメ?カ?が同じだと,15,0
385,jitaidehakubetsugatsukanai,字?では?別がつかない,自?では?別がつかない,11,1
386,yukarisan'nokazokukouseikarashusshinchi,ゆかりさんの家族構成から出身地,ゆかりさんの家族構成から出身ち,15,1
387,byouindekaiwashitakotozenbukaitearunda,病院で?話したこと全部書いてあるんだ,病院で?話したこと全部書いてあるんだ,18,0
388,onajiginkounikouzatsukucchaou,同じ銀行に口座作っちゃおう,同じ銀行に交?くっちゃおう,13,3
389,han'nin'nokoetonioiwokakuninshitemorau,犯人の?とにおいを確認してもらう,犯人の?と?いをかくにんしてもらう,16,6
390,osowaretaradonaisurutsumorija,襲われたらどないするつもりじゃ,襲われたらどナイスるつもりじゃ,15,3
391,dattarahiguchisan'nitanomuwa,だったら?口さんに?むわ,だったら?口さんに?むわ,12,0
392,on'nanotekihayurushitakunaindesu,女の敵は許したくないんです,女の敵は許したくないんです,13,0
393,kanedahamainichikimattajikan'ni,金田は?日決まった時間に,兼田は?日決まったじかんい,12,5
394,keishichounokatagiritomoushimasuga,警視?の片桐と申しますが,警視?の片桐ともうしますが,12,2
395,dakarazen'in'yatteyaroutoomotte,だから全員やってやろうと思って,だから全員やってやろうとおもって,15,2
396,katakusousakunoreijoumotorimashita,家宅?索の令?も取りました,家宅?索の??もとりました,13,2
397,kanarazushoukohadetekuruhazudesu,必ず??は出てくるはずです,必ず??はでてくるはずです,13,1
398,anatahamoderunakamanosatousan,あなたはモデル仲間の佐藤さん,貴方はモデル中?野さとうさん,14,9
399,sokodeba-deshiriattasanjouni,そこでバ?で知り合った三上に,そこでバ?で知り合ったさんじょうに,14,5
400,ippoutekinianataniaijouwomuketeita,一方的にあなたに愛情を向けていた,一方的にあなたに愛情をむけていた,16,1
401,ushirokarakikengaotozurerutoha,後ろから危?が訪れるとは,後ろから危?が訪れるとは,12,0
402,anatahatameikiwotsuita,あなたはため息をついた,あなたはため息をついた,11,0
403,aitegamenomaeniiruuchiha,相手が目の前にいるうちは,相手が目の前にいるうちは,12,0
404,nakanakashoukogaagaranakatta,なかなか??が?がらなかった,なかなか??が上がらなかった,14,1
405,kanedawokanshisurutamenine,金田を監視するためにね,兼田を監視するためにね,11,1
406,naninimomitsukaranakatta,何にも見つからなかった,何にも見つからなかった,11,0
407,ikuradaijinashigotonotametohaie,いくら大事な仕事のためとはいえ,いくら大事な仕事のためとはいえ,15,0
408,izureniseyokatakusousakusureba,いずれにせよ家宅?索すれば,いずれにせよ家宅?索すれば,13,0
409,hokanimoshoukohadetekuruhazu,ほかにも??は出てくるはず,他にも??は出てくるはず,13,2
410,zenbuzaikabuttekuretanoni,全部罪かぶってくれたのに,全部?かぶってくれたのに,12,1
411,fukkatsudekirutokodattanonina,復活できるとこだったのにな,復活できるとこだったのにな,13,0
412,yapparichokkanhatadashikattawa,やっぱり直感は正しかったわ,やっぱり直感は正しかったわ,13,0
413,an'nanomotanaidesho,あんなの持たないでしょ,あんなの持たないでしょ,11,0
414,hiretsunahanzaishanotekigawatashinano,卑劣な犯罪者の敵がわたしなの,卑劣な犯罪者のてきがわたしなの,14,2
415,keishichounikitemoraukara,警視?に?てもらうから,警視?に?てもらうから,11,0
416,masukomiippaikurundesho,マスコミいっぱい?るんでしょ,マスコミいっぱい?るんでしょ,14,0
417,kiminiarehanekonchuuwomirumedayo,君にあれはね昆?を見る目だよ,君にあれはね昆?をみるめだよ,14,2
418,aruimikakkoyokattadesuyo,ある意味カッコ良かったですよ,ある意味かっこよかったですよ,14,4
419,doujousurunaramoukonwokure,同情するなら毛根をくれ,同情するならもうこんをくれ,11,4
420,nanikakandukarerunjanaikatte,何か感づかれるんじゃないかって,何か感づかれるんじゃないかって,15,0
421,higuchiyukariwoneratterukoto,?口ゆかりを狙ってること,?口ゆかりを狙ってること,12,0
422,jibun'nokangaewozenbuhaiwanai,自分の考えを全部は言わない,自分の考えを全部は言わない,13,0
423,hontouhashinjitsuniagetakattandayo,本?は??にあげたかったんだよ,本?は??にあげたかったんだよ,15,0
424,yapparichantokangaeterundaanatamo,やっぱりちゃんと考えてるんだあなたも,やっぱりちゃんと考えてるんだあなたも,18,0
425,api-rusuruneraimoaru,アピ?ルする狙いもある,アピ?ルする狙いもある,11,0
426,anatanoushironihawatashitachigairu,あなたの後ろには私達がいる,あなたの後ろには私たちがいる,13,2
427,min'nanibouhantoiumonowo,みんなに防犯というものを,みんなに防犯と言うものを,12,1
428,shittemorautameniyattekimashita,知ってもらうためにやって?ました,知ってもらう?にやってきました,16,3
429,zettainidoawoaketehaikemasen,絶?にドアを開けてはいけません,絶?にドアを開けてはいけません,15,0
430,fusokunojitainotaishohoudesu,不測の事態の??法です,不足の事態の??ほうです,11,3
431,yappariatashimuridesu,やっぱりあたし無理です,やっぱりあたし無理です,11,0
432,shigotonitaisurushiseinomondai,仕事に?する姿勢の問題,仕事に?する姿勢の問題,11,0
433,iedesukinadakeneteinasai,家で好きなだけ?ていなさい,家で好きなだけ?ていなさい,13,0
434,kimotosangataihen'nandesuyo,木元さんが大?なんですよ,木本さんが大?なんですよ,12,1
435,kochirakararenrakusurumade,こちらから連絡するまで,こちらから連絡するまで,11,0
436,makotonimoushiwakearimasenga,誠に申し?ありませんが,誠に申し?ありませんが,11,0
437,denwawooukesurukotogadekimasen,電話をお受けすることができません,電話をお受けすることができません,16,0
438,iyaninattandeshou,いやになったんでしょう,嫌になったんでしょう,11,2
439,shakaijintoshitearumajikikoui,社?人としてあるまじき行?,社?人としてあるまじき行?,13,0
440,puronojikakuganainingenha,プロの自?がない人間は,プロの自?がない人間は,11,0
441,tonikakumamirindakehazettaidame,とにかく?美りんだけは絶?ダメ,とにかくまみりんだけは絶?ダメ,15,2
442,bukanojinseiwomoteasobu,部下の人生をもてあそぶ,部下の人生を弄ぶ,11,4
443,genzaigaishanomimotonowaridashichuudesu,現在ガイシャの身元の割り出し中です,現在が?者の身元のわりだしちゅうです,17,9
444,tadanochinpiradoushinokenkada,ただのチンピラ同士の喧?だ,ただのチンピラ童心けんかだ,13,5
445,tsukawaretakenjuuhafiripinru-tode,使われた拳銃はフィリピンル?トで,使われた拳銃はフィリピンる?とで,16,2
446,jikendehanaitoomoimasuga,事件ではないと思いますが,事件ではないと思いますが,12,0
447,sorehakochiragakimemasunode,それはこちらが決めますので,それはこちらが決めますので,13,0
448,koreshu-kuri-mumottekimashita,これシュ?クリ?ム持ってきました,これシュ?クリ?ム持ってきました,16,0
449,son'nanijikanhakakaranaitoomouwa,そんなに時間はかからないと思うわ,そんなに時間はかからないと思うわ,16,0
450,souiebakimotonoyatsutte,そういえば木元のやつって,そういえば木本のやつって,12,1
451,tosainuyorikigatsuyoidesu,土佐犬より?が?いです,土佐犬より?が?いです,11,0
452,anokomoaikawarazudana,あの子も相?わらずだな,あの子も相?わらずだな,11,0
453,shouryounoensosan'iongafukumareteita,少量の?素酸イオンが含まれていた,少量の?素さんイオンがふくまれていた,16,4
454,kinoukararenrakutsukanakuttesa,昨日から連絡つかなくってさ,昨日から連絡つかなくってさ,13,0
455,jitakunidenwasasetemoraimashita,自宅に電話させてもらいました,自宅に電話させてもらいました,14,0
456,kinshimachinopabudehataraiterundakedo,錦?町のパブで?いてるんだけど,禁止街のパブで?いてるんだけど,15,3
457,konomamadatodenkimotomerareru,このままだと電?も止められる,このままだと電?求められる,14,2
458,tadaimarusunishiteorimasu,ただいま留守にしております,ただいま留守にしております,13,0
459,konkaimomimotonowakarumonoha,今回も身元の分かる物は,今回も身元のわかるものは,11,3
460,higaishanojitenshanibutsukatta,被害者の自?車にぶつかった,被害者の自?車にぶつかった,13,0
461,onajimesse-jiwonokoshiteru,同じメッセ?ジを?してる,同じメッセ?ジを?してる,12,0
462,kouiumesse-jiwonokoshitarihashinai,こういうメッセ?ジを?したりはしない,こういうメッセ?ジを?したりはしない,18,0
463,kinitsurushiagetatokangaerareru,木につるし上げたと考えられる,?に吊るし上げたと考えられる,14,2
464,koreranokotokarahan'ninha,これらのことから犯人は,これらのことから犯人は,11,0
465,hageshiisupo-tsuwoyatteite,激しいスポ?ツをやっていて,激しいスポ?ツをやっていて,13,0
466,shakaiseikatsuhakichintokonashiteite,社?生活はきちんとこなしていて,社?生活はきちんとこなしていて,15,0
467,madahankouhatsudukukanouseigatakai,まだ犯行は?く可能性が高い,まだ反抗は?く可能性がたかい,13,4
468,modotterunjanaikatoomotte,?ってるんじゃないかと思って,?ってるんじゃないかと思って,14,0
469,aaiunonihaittarishite,ああいうのに入ったりして,ああいうのに入ったりして,12,0
470,hadenihashaideimashita,派手にはしゃいでいました,派手にはしゃいでいました,12,0
471,hatteittamonogaarimasukedo,貼っていったものがありますけど,はって言ったものがありますけど,15,2
472,menkyoshouhaho-muresukarameigiwokatta,免許?はホ?ムレスから名義を買った,免許小破ホ?ムレスから名義をかった,17,3
473,nagurukerudekoroshitachixyuujiken'ya,?る蹴るで殺したちゅう事件や,?るけるで殺したちゅうじけにゃ,14,5
474,toujiwadaininattajikendesu,?時話題になった事件です,?時話題になった事件です,12,0
475,nan'ninkadeyattandayona,何人かでやったんだよな,何人かでやったんだよな,11,0
476,sorekararinchisatsujindekorosareta,それからリンチ殺人で殺された,それからリンチ殺人でころされた,14,2
477,mihariyakudattaotokogairundesu,見張り役だった男がいるんです,みは利益だった男がいるんです,14,4
478,ge-musenta-deasondeita,ゲ?ムセンタ?で遊んでいた,ゲ?ムセンタ?で遊んでいた,13,0
479,senta-uranitsuredashisuuhatsunagutta,センタ?裏に連れ出し???った,センタ?裏に連れ出し?はつなぐった,15,4
480,haikyoderyouteashiwoshibattauedekankin,?墟で?手足を縛ったうえで監禁,?墟で?手足をしばったうえでかんきん,15,6
481,ichibuwointa-nettodenagashita,一部をインタ?ネットで流した,一部をインタ?ネットで流した,14,0
482,sonogoegawasanhazenshindabokuniyoru,その後江川さんは全身打撲による,その後江川さんは全身だぼくによる,15,3
483,jisatsunimisekakeyoutoshitaga,自殺に見せかけようとしたが,自殺に見せかけ用途したが,13,3
484,konotokinokeisatsunotaiouni,このときの警察の??に,この時の警察の??に,11,2
485,fushizen'nataiyakonwomitsuketa,不自然なタイヤ痕を見つけた,不自然なタイヤこんをみつけた,13,3
486,nanimosezunimigoroshinishita,何もせずに見殺しにした,何もせずに見殺しにした,11,0
487,atarashiime-rugakitemasu,新しいメ?ルが?てます,新しいメ?ルが?てます,11,0
488,kaigainosa-ba-karakeiyushiteimasu,海外のサ?バ?から?由しています,海外のサ?バ?から系油脂ています,16,3
489,konkasoukengashirabeterudakedo,今科??がしらべてるだけど,こんかそうけん頭べてるだけど,13,8
490,rachisareteirunohakeishichounokeijidesu,拉致されているのは警視?の刑事です,拉致されているのは警視?のけいじです,17,3
491,kocchinimawasuyounishita,こっちに回すようにした,こっちに回すようにした,11,0
492,anobouhankyanpe-n'noyatsu,あの防犯キャンペ?ンのやつ,あの防犯キャンペ?ンおやつ,13,1
493,kokumin'nozeikintsukattean'naasobishite,?民の?金使ってあんな遊びして,?民の?金使ってあんああそびして,15,3
494,omaeragayurusenaindayone,お前らが許せないんだよね,お前らが許せないんだよね,12,0
495,eizoumirebawakarudesho,映像見ればわかるでしょ,映像見ればわかるでしょ,11,0
496,shikikenhaoosawanishimashou,指揮?は大?にしましょう,指揮?は多さわにしましょう,12,3
497,kiwametekiken'namaruhidesu,きわめて危?なマル被です,極めて危?あまるひです,12,6
498,byouin'atokaratsuredasarete,病院跡から連れ出されて,病院後から連れ出されて,11,1
499,inta-nettonokakikomichekkuto,インタ?ネットの書き?みチェックと,インタ?ネットの書き?みチェックと,17,0
500,tokubetsuhanzaitaisakunoiwaidakedo,特別犯罪?策の岩井だけど,特別犯罪たい?乃いわいだけど,12,7
501,shirabetehoshiikotogaarun'ya,調べてほしいことがあるんや,調べてほしいことがあるんや,13,0
502,nigeraresoudenigerarenai,逃げられそうで逃げられない,逃げられそうで逃げられない,13,0
503,zetsuboudekimotonokiryokuganaerukoto,絶望で木元の?力が萎える事,絶望出?元の?力がなえること,13,5
504,han'ninmosorewoneratteiru,犯人もそれを狙っている,犯人もそれを狙っている,11,0
505,tsuketetteittandakarahayakutsuketeyo,付けてって言ったんだから早く付けてよ,つけてって言ったんだから早くつけてよ,18,2
506,koukanjoukenwomochidashizemenitenjiru,交換?件を持ち出し攻めに?じる,交換?件を持ち出しぜ面てんじる,15,4
507,dattaraikuranarayouidekiru,だったらいくらなら用意出?る,だったらいくらなら用意できる,14,2
508,sutoresureberumosoutoutakai,ストレスレベルも相?高い,ストレスレベルも相?高い,12,0
509,fushizen'nanoizugazu-ttohaitteru,不自然なノイズがず?っと入ってる,不自然なノイズがず?っとはいってる,16,2
510,gakkoudemomondaijidattayoudesu,?校でも問題?だったようです,?校でも問題?だったようです,14,0
511,shougenwonan'ninmoshiteimasu,?言を何人もしています,?言を何人もしています,11,0
512,tsuuwanokirokugurainokottoruyaro,通話の記?ぐらい?っとるやろ,通話の記?ぐらいのこっとるやろ,14,2
513,keishichounonodachigatanonderutte,警視?の野立が?んでるって,警視?ののだちがたのんでるって,13,5
514,minasandewaketekudasai,みなさんで分けてください,皆さんで分けてください,12,2
515,jikoshikinmofundan'nitsukatteru,自己資金もふんだんに使ってる,自己資金もふんだんにつかってる,14,2
516,kimotowosuisouniiretanomo,木元を水槽に入れたのも,木本を水槽にいれたのも,11,2
517,keisatsuwokarakattetanoshinderu,警察をからかって?しんでる,警察をから買ってたの死んでる,13,4
518,takakurayamajanaikatoiu,高倉山じゃないかという,たか倉山じゃないかという,11,2
519,ichidohadekishimadesaserarekaketeru,一度は溺死までさせられかけてる,一度は出?島でさせられかけてる,15,3
520,bosugakonaitoomoshirokunaijan,ボスが?ないと面白くないじゃん,ボスが?ないと面白くないじゃん,15,0
521,maatashikanison'nakanjidana,まあ確かにそんな感じだな,まあ確かにそんな感じだな,12,0
522,dokonidemomarugoshideikuwa,どこにでも丸腰で行くわ,どこにでも丸腰でいくわ,11,1
523,min'natsuiterusorewasurenaide,みんな付いてるそれ忘れないで,みんなついてるそれ忘れないで,14,1
524,sutoresureberugaagatta,ストレスレベルが上がった,ストレスレベルが上がった,12,0
525,koregatoujinotsuuhounorokuonte-puya,これが?時の通報の?音テ?プや,これが?時の通報の?音て?ぷや,15,2
526,futsuunokotonikyoumiganakute,普通のことに興味がなくて,普通のことに興味がなくて,12,0
527,demootonaninattarakoseidesuyo,でも大人になったら個性ですよ,でも大人になったら個性ですよ,14,0
528,kasoukensoudouindekaisekishitemoratte,科???動員で解析してもらって,科???動員でかいせきしてもらって,15,4
529,nakamanantezenzen'ateninaranaidarou,仲間なんて全然?てにならないだろう,仲間なんて全然?てにならないだろう,17,0
530,son'nakotoyatteomoshiroinokayo,そんなことやっておもしろいのかよ,そんなことやって面白いのかよ,16,4
531,tomodachigarinchisareteirundesu,友達がリンチされているんです,友達がリンチされているんです,14,0
532,orehairoiroshirabetebenkyoushite,俺は色?調べて勉?して,俺は色?調べて勉?して,11,0
533,shounen'inkaradetekiyagatta,少年院から出てきやがった,少年院から出てきやがった,12,0
534,maitoshiiwatteyagattanda,?年祝ってやがったんだ,?年祝ってやがったんだ,11,0
535,shougakkounodoukyuuseitajimashingodesu,小?校の同級生田島しんごです,小?校の同級生田島しんごです,14,0
536,karemokubokaraijimewouketeimasu,彼も久保からいじめを受けています,彼もくぼからいじめをうけています,16,3
537,kimotosanga-rusukautoniitakara,木元さんガ?ルスカウトにいたから,木本さんが?るスカウトにいたから,16,3
538,aitsuakirametenakattan'ya,あいつ諦めてなかったんや,あいつ諦めてなかったんや,12,0
539,nanimodekinaimamamenomaede,何も出?ないまま目の前で,何もできないまま目の前で,12,2
540,nakamagashindeikutsurasawoajiwattekure,仲間が死んでいく辛さを味わってくれ,仲間が死んでいくつらさをあじわってくれ,17,4
541,hikyounanohaanatajanai,卑怯なのはあなたじゃない,卑怯なのはあなたじゃない,12,0
542,sorehaimademokawaranai,それは今でも?わらない,それは今でも?わらない,11,0
543,orehanatsuyokunattandayo,俺はな?くなったんだよ,俺はな?くなったんだよ,11,0
544,korehafuroitonoiuhanpukukyouhaku,これはフロイトの言う反復脅迫,これはフロイトの言う反復きょうはく,14,5
545,koukaisaretauedekorosareteiru,公開された上で殺されている,公開された上で殺されている,13,0
546,egawakuntoonajisetsujokuwoajiwattekure,江川君と同じ雪辱を味わってくれ,江川くんと同じ雪辱をあじわってくれ,15,4
