NUM,EXPECTED,model_epoch_04_gs_30730_beam_width_1,# characters,edit distance
407,いくら大事な仕事のためとはいえ,いくら大事な仕事のためとは言え,15,1
408,いずれにせよ家宅捜索すれば,いずれにせよか宅創作すれば,13,3
409,ほかにも証拠は出てくるはず,ほかにも証拠は出てくるはず,13,0
410,全部罪かぶってくれたのに,全部在化ぶってくれたのに,12,2
411,復活できるとこだったのにな,復活できるとこだったのにな,13,0
412,やっぱり直感は正しかったわ,やっぱり直感は正しかったわ,13,0
413,あんなの持たないでしょ,案名のも多内でしょ,11,7
414,卑劣な犯罪者の敵がわたしなの,比列な犯罪者の適側しなの,14,6
415,警視庁に来てもらうから,警視庁に来てもらうから,11,0
416,マスコミいっぱい来るんでしょ,マスコミイッパイクルンでしょ,14,7
417,君にあれはね昆虫を見る目だよ,気味にあれは猫中を見る目だよ,14,5
418,ある意味カッコ良かったですよ,ある意味カッコヨカッタですよ,14,4
419,同情するなら毛根をくれ,同上するなら猛婚をくれ,11,3
420,何か感づかれるんじゃないかって,何か管づ彼ルンジャナイカって,15,10
421,樋口ゆかりを狙ってること,ひ口ゆかりを狙ってること,12,1
422,自分の考えを全部は言わない,自分の考えを全部は言わない,13,0
423,本当は真実にあげたかったんだよ,本当は新日に挙げたかったんだよ,15,3
424,やっぱりちゃんと考えてるんだあなたも,やっぱりちゃんと考えてるんだあなたも,18,0
425,アピールする狙いもある,アピUルする狙いもある,11,1
426,あなたの後ろには私達がいる,あなたの後ろには私たちがいる,13,2
427,みんなに防犯というものを,みんなに暴反というものを,12,2
428,知ってもらうためにやって来ました,知ってもらうためにやってきました,16,1
429,絶対にドアを開けてはいけません,絶対にドアを開けてはいけません,15,0
430,不測の事態の対処法です,不足の事態の対処法です,11,1
431,やっぱりあたし無理です,やっぱり温虫です,11,5
432,仕事に対する姿勢の問題,仕事に対する姿勢の問題,11,0
433,家で好きなだけ寝ていなさい,家で好きなだけねていなさい,13,1
434,木元さんが大変なんですよ,気元さんが大変なんですよ,12,1
435,こちらから連絡するまで,こちらから連絡するまで,11,0
436,誠に申し訳ありませんが,まことに申し訳ありませんが,11,3
437,電話をお受けすることができません,電話を追う毛することができません,16,3
438,いやになったんでしょう,イヤになったんでしょう,11,2
439,社会人としてあるまじき行為,社会人としてあるマジキ行意,13,4
440,プロの自覚がない人間は,プロの時格がない人間は,11,2
441,とにかく真美りんだけは絶対ダメ,とにかくマミリンだけは絶対だめ,15,6
442,部下の人生をもてあそぶ,部科の人生をもて遊ぶ,11,3
443,現在ガイシャの身元の割り出し中です,現在外社の見元の割出し中です,17,6
444,ただのチンピラ同士の喧嘩だ,ただ後賃日だ同士の健康だ,13,7
445,使われた拳銃はフィリピンルートで,使われた権がハフィリピンルUトで,16,4
446,事件ではないと思いますが,事件ではないと思いますが,12,0
447,それはこちらが決めますので,それはこちらが決めますので,13,0
448,これシュークリーム持ってきました,これシュUクリUムもってきました,16,3
449,そんなに時間はかからないと思うわ,そんなに時間はかからないと思うわ,16,0
450,そういえば木元のやつって,そういえばキモとのやつって,12,3
451,土佐犬より気が強いです,とサイヌより気が強いです,11,4
452,あの子も相変わらずだな,あの子も相変わらずだな,11,0
453,少量の塩素酸イオンが含まれていた,将量の円素さんい音が含まれていた,16,6
454,昨日から連絡つかなくってさ,機能から連絡使なくってさ,13,4
455,自宅に電話させてもらいました,自宅に電話させてもらいました,14,0
456,錦糸町のパブで働いてるんだけど,金島町のパブで働いてるんだけど,15,2
457,このままだと電気も止められる,このままだと電気求められる,14,2
458,ただいま留守にしております,ただいまるすにしております,13,2
459,今回も身元の分かる物は,今回も見元の分かるものは,11,3
460,被害者の自転車にぶつかった,被害者の自転車にぶ使った,13,2
461,同じメッセージを残してる,同じメッセUジを残してる,12,1
462,こういうメッセージを残したりはしない,こういうメッセUジを残したりはしない,18,1
463,木につるし上げたと考えられる,気につる仕上げたと考えられる,14,2
464,これらのことから犯人は,これらのことから半人は,11,1
465,激しいスポーツをやっていて,激しいスポUツをやっていて,13,1
466,社会生活はきちんとこなしていて,社会生活はきちんとこなしていて,15,0
467,まだ犯行は続く可能性が高い,まだ判行は続く可能性が高い,13,1
468,戻ってるんじゃないかと思って,戻ってるんじゃないかと思って,14,0
469,ああいうのに入ったりして,ああいうのに入ったりして,12,0
470,派手にはしゃいでいました,はでには社位でいました,12,5
471,貼っていったものがありますけど,発ってったものがありますけど,15,2
472,免許証はホームレスから名義を買った,麺拠賞はホUムレスから名義を買った,17,4
473,殴る蹴るで殺したちゅう事件や,なぐるけるでころしたちゅう事件や,14,5
474,当時話題になった事件です,当時話題になった事件です,12,0
475,何人かでやったんだよな,何人かでやったんだよな,11,0
476,それからリンチ殺人で殺された,それからリンチ冊人でころされた,14,3
477,見張り役だった男がいるんです,見は利益だった男がいるんです,14,3
478,ゲームセンターで遊んでいた,ゲUムセンタUで遊んでいた,13,2
479,センター裏に連れ出し数発殴った,センタU裏につれ出し数はつなぐった,15,6
480,廃墟で両手足を縛ったうえで監禁,杯巨で両手足をしばった上で感金,15,8
481,一部をインターネットで流した,一部をインタUネットで流した,14,1
482,その後江川さんは全身打撲による,その後笑川さんは全身だぼくによる,15,4
483,自殺に見せかけようとしたが,自殺に生せかけようとしたが,13,1
484,このときの警察の対応に,この時の警察の対応に,11,2
485,不自然なタイヤ痕を見つけた,不傷全なタイヤコンを見つけた,13,4
486,何もせずに見殺しにした,何もせずに見ごろしにした,11,2
487,新しいメールが来てます,新しいメUルが来てます,11,1
488,海外のサーバーから経由しています,海外のサUバUから軽由しています,16,3
489,今科捜研がしらべてるだけど,今夏総権が調べてるだけど,13,5
490,拉致されているのは警視庁の刑事です,拉決れているのは警視庁の計示です,17,4
491,こっちに回すようにした,こっちに回すようにした,11,0
492,あの防犯キャンペーンのやつ,アノボウンキャンペUンのやつ,13,6
493,国民の税金使ってあんな遊びして,国民の税金使って案な遊びして,15,2
494,お前らが許せないんだよね,お前らが許せないんだよね,12,0
495,映像見ればわかるでしょ,映像見ればわかるでしょ,11,0
496,指揮権は大沢にしましょう,指聴は大沢にしましょう,12,2
497,きわめて危険なマル被です,極めて危険なまる日です,12,5
498,病院跡から連れ出されて,病院あとからつれ出されて,11,3
499,インターネットの書き込みチェックと,インタUネットの書き込みチェックト,17,2
500,特別犯罪対策の岩井だけど,特別犯罪対策の岩打だけど,12,1
501,調べてほしいことがあるんや,調べて欲しいことがあるんや,13,1
502,逃げられそうで逃げられない,逃げられそうで逃られない,13,1
503,絶望で木元の気力が萎える事,絶望でき元の企力が上えること,13,5
504,犯人もそれを狙っている,半人もそれを狙っている,11,1
505,付けてって言ったんだから早く付けてよ,つけてって言ったんだから早くつけてよ,18,2
506,交換条件を持ち出し攻めに転じる,交換情件を持ちだしぜ目に転じる,15,4
507,だったらいくらなら用意出来る,だったらいくらなら用意できる,14,2
508,ストレスレベルも相当高い,ストレスレベルも相当高い,12,0
509,不自然なノイズがずーっと入ってる,不傷全なのいずがズUッと入ってる,16,8
510,学校でも問題児だったようです,学校でも問題時だったようです,14,1
511,証言を何人もしています,正限を何人もしています,11,2
512,通話の記録ぐらい残っとるやろ,通話の記録ぐらいのコットルやロ,14,6
513,警視庁の野立が頼んでるって,警視庁ののだちがたのんでるって,13,5
514,みなさんで分けてください,皆さんで分けて下さい,12,4
515,自己資金もふんだんに使ってる,自己式も分段に使ってる,14,6
516,木元を水槽に入れたのも,キモトを推想に入れたのも,11,5
517,警察をからかって楽しんでる,警察をから買って楽しんでる,13,1
518,高倉山じゃないかという,高くら山じゃないかという,11,2
519,一度は溺死までさせられかけてる,一度はできしまでさせられかけてる,15,3
520,ボスが来ないと面白くないじゃん,ボスがこないと面白くないジャン,15,4
521,まあ確かにそんな感じだな,まあたしかにそんな感じだな,12,2
522,どこにでも丸腰で行くわ,どこにでも丸ごしでいくわ,11,3
523,みんな付いてるそれ忘れないで,みんなついてるそれ忘れないで,14,1
524,ストレスレベルが上がった,ストレスレベルが上がった,12,0
525,これが当時の通報の録音テープや,これが当時の通報の録音テUプや,15,1
526,普通のことに興味がなくて,普通のことに興味がなくて,12,0
527,でも大人になったら個性ですよ,でも大人になったらこ性ですよ,14,1
528,科捜研総動員で解析してもらって,仮想検想同員で解析してもらって,15,5
529,仲間なんて全然当てにならないだろう,中間なんて全然アテにならないだろう,17,3
530,そんなことやっておもしろいのかよ,そんなことやって面白いのかよ,16,4
531,友達がリンチされているんです,友だちがリンチされているんです,14,2
532,俺は色々調べて勉強して,オレはいろいろ調べて勉強して,11,6
533,少年院から出てきやがった,少年員から出てきやがった,12,1
534,毎年祝ってやがったんだ,毎年岩ってやがったんだ,11,1
535,小学校の同級生田島しんごです,小学校の同級生跡マシン語です,14,5
536,彼も久保からいじめを受けています,彼もクボからイジメを受けています,16,5
537,木元さんガールスカウトにいたから,気元さんガUルスカウトにいたから,16,2
538,あいつ諦めてなかったんや,相津あきらめてなかったんや,12,5
539,何も出来ないまま目の前で,何もできないまめの前で,12,4
540,仲間が死んでいく辛さを味わってくれ,中間が新でいくつら差を味わってくれ,17,6
541,卑怯なのはあなたじゃない,日興なのはあなたじゃない,12,2
542,それは今でも変わらない,それは今でも変わらない,11,0
543,俺はな強くなったんだよ,オレは夏よくなったんだよ,11,4
544,これはフロイトの言う反復脅迫,これはフロイトのいう反くく今日白,14,6
545,公開された上で殺されている,公開された上でころされている,13,2
546,江川君と同じ雪辱を味わってくれ,えがワクンと同じ説助くを味わってくれ,15,8
547,時限装置を押す時ためらったじゃん,事言装知を押すときためらったジャン,16,8
548,今の私はあなたとは違う,今の私はあなたとは違う,11,0
549,あいつらと同じことしてどうする,相津らと同じことしてどうする,15,3
550,あんたも病院に行かなきゃ,安田も病院に行かなキャ,12,5
551,あの劇の帰り道いきなり,あの劇の帰り道いきなり,11,0
552,部下が犯罪に巻き込まれても,部家が犯罪に巻き込まれても,13,1
553,警察官の拉致監禁の容疑で,警察官のら近金の容疑で,12,4
554,せっかく僕のクビも免れたんだし,せっかく僕の首も免れたんだし,15,2
555,今朝は朝までいたのにねー,毛差は朝までいたのにネU,12,4
556,さっき整理したら出てきた,作っ生入したらでてきた,12,5
557,終いにはあいつが平助さんが,終わいには相次が平少さんが,13,5
558,それとも平助さんがあいつなのか,それともへいすけさんが相次なのか,15,7
559,何とぞ穏便にと言ってきてる,何とどオン便にと言ってきてる,13,3
560,とどめの一撃を受けるまで,とど目の一気を受けるまで,12,2
561,鉄あるいはスチル製のものだとしか,鉄あるいはスチル製のものだとしか,16,0
562,指紋は全てふき取られていた,氏問はすべて吹き取られていた,13,5
563,手を付けられた形跡がないため,手をつけられた形跡がないため,14,1
564,プラス相当頭の切れる人物,プラス相当頭のキレル人物,12,3
565,木元とわたしはまず現場に,気元と私はまず現場に,12,4
566,犯行があったと思われる,犯行があったと思われる,11,0
567,マスコミには見えないから警察,マスコミには見えないから掲察,14,1
568,ていうか君たちの話聞かせてくれよ,ていうか見見たちの話式替せてくれよ,16,4
569,みんな体面ばっか気にしてる感じですね,みんな対面バッカ機にしてる感じですね,18,5
570,あの子たちちゃんと話さないでしょ,あのこたちちゃんと話さないでしょ,16,1
571,わたしに向いてくれないと困るの,私に向いてくれないと困るの,15,3
572,塾関係者も見ていません,宿観形者も見ていません,11,3
573,出ていった人物もまだ分からん,でていった人物もまだ分からん,14,1
574,でもたぶん彼女は乗ってくる,でもたぶん彼女は乗ってくる,13,0
575,温情と理解をもって当たり,温情と理解を持ってあたり,12,2
576,その心情を傷つけないように,その新情を比つけないように,13,2
577,定規とコンパスで描ける,上義とコンパスで描ける,11,2
578,なんかすごく盛り上がってる,なんかすごく盛り上がってる,13,0
579,距離があると盛り上がるけど,距離があると盛り上がるけど,13,0
580,でも殺害そのものは否定してます,でも冊外そのものは否定してます,15,2
581,売られてるのが分かりました,売れてるのがわかりました,13,2
582,わたしも持ってるよこれ,私も持ってる横れ,11,5
583,証拠隠滅を図ろうとする犯人は,消己員目をは可郎とする範人は,14,8
584,ものを考えることができる,モノを考えることができる,12,2
585,それで腹を立てたってわけか,それで払を立てたってわけか,13,1
586,やってもらえないかなと思って,やってもらえないかなと思って,14,0
587,緊張状態を見ようとした,緊張状態を見ようとした,11,0
588,あなたたちの狙いは最初から,あなたたちの狙いは最初から,13,0
589,じいちゃんたちがやってるから,次言ちゃんたちがやってるから,14,2
590,またわたしが疑われてる,また私が歌が割れてる,11,5
591,今日は色と面白い話があるの,今日は色と面白い話があるの,13,0
592,常温のミネラルウオタを飲むとは,上温の見ねらるうおたを飲むとは,15,8
593,そうやって温めるだけで,そうやって温めるだけで,11,0
594,あおむけをうつぶせってするだけでも,アオ向けをうつぶせてするだけでも,17,4
595,わたし先生を殺しちゃった,私先生を心ちゃった,12,5
596,ところが思いも寄らずなのか,ところが思いもよらずなのか,13,1
597,あなたは最初乾いた血痕の上から,あなたは最初川いた結婚の上から,15,3
598,さらにその上にまたすぐに,さらにその上にまたすぐに,12,0
599,皮肉にも漂白剤をまいたことで,日に国も評量はウを枚たことで,14,9
600,増岡先生のとこが割られてた,マスお家先生のとこが割れてた,13,5
601,何でかなってずっと考えてた,なんでかなってずっと考えてた,13,2
602,増岡先生が付き合ってたのは,マスお家先生が月あって他のは,13,8
603,なのにどうして冷静じゃないんだろううって,なのにどうして冷静じゃないんだろうえて,20,2
604,気に入ったら後で購入するってやつ,気に行ったら後で購入するってやつ,16,1
605,由貴を遊んでやったとか,ゆきを遊んでやったとか,11,2
606,だから思わずそれだけ捨ててしまった,だから思わずそれだけ捨ててしまった,17,0
607,さっきから言ってるよね,作っかかいってるよね,11,4
608,二宮先生が行っていたという,に宮産性が行っていたという,13,3
609,だったら二宮先生じゃん,だったらに飲みや戦生ジャン,11,8
610,そういうのが確たる証拠っていうの,そういうのがカクタル証拠っていうの,16,4
611,対策室もよくやったじゃん,対策質もよくやったジャン,12,4
612,出てきたの二宮先生のロッカじゃないよ,出てきたのに飲みや先制のロッカじゃないよ,18,5
613,わたし物覚え悪いから間違ってて,私もの覚え悪いから間違ってて,15,4
614,間違えてあなたに伝えちゃった,間違えてあなたに伝えちゃった,14,0
615,先生みたいに奇麗になりたいなと思って,先生みたいにキレイになりたいなと思って,18,3
616,奇麗になれるかなと思って,キレイになれるかなと思って,12,3
617,じゃああのポリグラフも,ジャアアのポリグラフも,11,4
618,ほかにも遊んだ女のことも,ほかにも遊んだ女のことも,12,0
619,今度刑務所から出てくるときは,今度系無所から出てくるときは,14,2
620,でもお前に来た話だから,でもお前にきた話だから,11,1
621,マスコミ向けの広告塔じゃありませんから,マスコミ向けの広告党じゃありませんから,19,1
622,お前だってきちんとメークしてけば,お前だってきちんとメUクしてけば,16,1
623,リラックスして楽しんでいってください,リラックスして楽しんで言ってください,18,1
624,それではよろしくお願いします,それではよろしくお願いします,14,0
625,さらには女性初の室長と,さらには女性はつの質長と,11,3
626,俺こういうの苦手なんだけどね,オレこういうのが毛てなんだけどね,14,5
627,きちんとできていますので,きちんとできていますので,12,0
628,買ったばかりの育毛剤なんですけど,買ったばかりの行く網在なんですけど,16,4
629,今日はあの怖い女がいない,今日はあの怖い女がいない,12,0
630,事件解決へとつながってるんですね,事件解決へとつながってるんですね,16,0
631,プライベートは普通の女ですから,プライベUトは普通の女ですから,15,1
632,似たようなもんなんですね,似たようなもんなんですね,12,0
633,この仕事ではよくあることなんです,この仕事ではよくあることなんです,16,0
634,最近の社員はすぐびびっちゃって,最近の社員はすぐビビっちゃって,15,2
635,おそらく大量のアルコールで,おそらく大量のアルコUルで,13,1
636,極秘写真をすっぱ抜いてきた,ごく飛写真を作ば抜いてきた,13,6
637,取り組む姿勢に変わりはない,取り組し支勢に変わりはない,13,2
638,イケメンもおるのかしら,イケメンもオルのかしら,11,2
639,まったく不自然な点がない,まったく不傷全な点がない,12,2
640,本当に脱がなくていいから,本当にぬがなくていいから,12,1
641,ここでお酒を飲んでいても,ここでお酒を飲んでいても,12,0
642,ましてアルコールに酔って,ましてアルコUルによって,12,2
643,そのまさかを追及するのが,そのまさかを追求するのが,12,1
644,何かおったような気がするけどな,何かおったような気がするけどな,15,0
645,プライベート中の追い掛けるの,プライベUト中の追いかけるの,14,2
646,事件に関しての続報です,事件に関しての属報です,11,1
647,できるわけないじゃない,できるわけないじゃない,11,0
648,テレビはついてたみたいですけど,テレビはついてたみたいですけど,15,0
649,それからは食いつなぐために,それからはくいつなぐために,13,1
650,こんなのいちいち気にしてたら,こんなの一一気にしてたら,14,4
651,カメラマンとして活動していた,カメラマンとして活動していた,14,0
652,病気にかかり仕事を休んでいたか,病気にかかり仕事を休んでいたか,15,0
653,あの事故死を調べてるんですよね,あの事故しを調べてるんですよね,15,1
654,事故死で片付けられたものを,自己しで片づけられたものを,13,4
655,でも再捜査してよかったですよ,でも最操作してよかったですよ,14,3
656,つまり実際の事件現場に,つまり実際の時県現場に,11,2
657,何かあったらすぐ連絡下さい,何かあったらすぐ連絡下さい,13,0
658,ぱっと見ていい女って思われないと,パット見ていい女って思われないと,16,3
659,これあなたの読みどおり,これあなたの読み通り,11,2
660,爪の先は面が滑らかなの,つ目の先は面が染めらかなの,11,4
661,こういうささくれは何かに触っていると,こういうささくれは何かに触っていると,18,0
662,第三者の手によって切られた,第三社の手によってきられた,13,2
663,この男ひと月ほど前から,この男人月ほど前から,11,2
664,ただ職業上の接点はない,ただ職業状の設点はない,11,2
665,ストーカー殺人の現場にいたディレクター,ストUカU冊人の現場にいたディレクタU,19,4
666,ここに来るまでに迷っちゃった,ここに車でに迷っちゃった,14,3
667,わたしは自分の目で見て,私は自分の目で見て,11,3
668,自分の目で見て確かめたいの,自分の目で見てたしかめたいの,13,2
669,たまたま近くで取材してたから,たまた街角で取材してたから,14,3
670,そろそろ時間だからまた,そろそろ時間だからまた,11,0
671,こちらこそごめんなさい,こちらこそごめんなさい,11,0
672,スクープ映像を解析したものよ,スクUプ映像を解析したものよ,14,1
673,運航していた船のエンジン音,運行していた不願えん人音,13,7
674,刃物のようなもので首を刺され,はもののようなものでクビを差され,14,6
675,安田に弱みを握られていて,安田に弱みを握られていて,12,0
676,高峰仁美がお送りしました,高みねひとみが多くりしました,12,7
677,死因は現在分かっておりません,死因は現在分かっておりません,14,0
678,とんでもない不祥事だぞ,とんでもない不証示だぞ,11,2
679,君に責任取ってもらわないとな,気味に席任とってもらわないとな,14,4
680,亡くなった男性東郷英憲さんは,なくなった男性統合比で乗りさんは,14,7
681,発見後すぐに助けに入ったかのように,発見後すぐに助けに入ったかのように,17,0
682,映像を一部切り取り編集しました,映像を一部切り取り返集しました,15,1
683,しかし捏造スクープの映像を,しかし熱増スクUプの映像を,13,3
684,カプセルを服用して死んだ,カプセルを服用して申んだ,12,1
685,高峰にカプセル飲ますのは無理やな,高みねにカプセルのマスのは無理やな,16,5
686,たった今からこのヤマは,たった今からこの山は,11,2
687,上の結論が出るまでお前たちは,上の結論が出るまでお前たちは,14,0
688,ここでおとなしく待ってろ,ここでおとなしくまってロ,12,2
689,俺だってつらいんだからさ,オレだってツラインだからさ,12,6
690,取り調べ中に人が死んでるんだろう,取り調べ中に人がシンデルだろう,16,5
691,捜査に決まってるじゃない,そうさに決まってるじゃない,12,3
692,捜査担当から外されたんですってね,捜査担当から外されたんですってね,16,0
693,大変な問題を起こしたんだから,大変な問題を起こしたんだから,14,0
694,こんなもんもらっちゃってねぇ,こんなもんもらっちゃってねぇ,14,0
695,捜査を続行させてほしいってさ,操作を続行させてほしいってさ,14,2
696,大沢絵里子は首だけどな,大沢駅子は首々けどな,11,3
697,アリバイの裏取ってきました,あり倍の裏とってきました,13,5
698,そこから分かった新事実が幾つか,そこから分かった新事実がいくつか,15,2
699,まず東郷の体内から出てきた,まず登合の体ないから出てきた,13,4
700,生放送前で忙しいんだけど,なま放送前で忙しいんだけど,12,2
701,あなたに一番最初に伝えようと思って,あなたに一番最初に伝えようと思って,17,0
702,その日あなたが東郷に青酸カリを,その日あなたが統合に制産かりを,15,6
703,この成分はニトロセルロース樹脂,この生分はにとろせるロUス受し,15,9
704,まず青酸カリ入りのカプセルを,まず生産かり入りのカプセルを,14,4
705,マニキュアのクリアコートでコーティングする,マニュやのクリアコUトでコUティングする,21,4
706,これで溶けだす時間を調整できる,これでとけだす時間を調整できる,15,1
707,これを服用すると塩酸ロペラミドで,これを福要すると演算ロペラミドで,16,4
708,毒入りカプセルが溶けだし,どく入りカプセルがとけだし,12,3
709,カプセル剤を飲まなければいけないことを,カプセル材をの間ければいけないことを,19,4
710,体内に残った成分を計算すると,台内に残った生分を掲算すると,14,3
711,東郷がカプセルを服用したのは,統合がカプセルを福容したのは,14,4
712,それから安田のお風呂場で,それから安田のお風場で,12,1
713,優秀なジャーナリストだった,有州なジャUナリストだった,13,3
714,わたしが大きくならないといけない,私が大きくならないといけない,16,3
715,たとえどんなに小さな声でも,たとえどんなに小さな声でも,13,0
716,生放送中に自白するなんて,なま放送中に自迫するなんて,12,3
717,最近残業するようになったらしいね,最近残業するようになったらしいね,16,0
718,そういえば昨日の野立会にも来なかった,そういえば機能のの脱回にもこなかった,18,6
719,イケメンが集う異業種交流会だ,イケメンが続う意業種行流会だ,14,3
720,片桐が来ないと戦力にならん,型切りがこないと戦力にならん,13,4
721,まあそんなかりかりするな,まあそんなかりかりするな,12,0
722,また野立会に来なくなる,またのだ近いにこなくなる,11,5
723,ヤマムーにウィッグかぶせて,山ムUニィッグかぶせて,13,5
724,殺人を起こしてるヒットマンや,殺人を起こしてるヒット万や,14,2
725,今回対立する組織の幹部を,今回対立するそしきの幹部を,12,3
726,それに送られてきたこの人形,それに送られてきたこの人形,13,0
727,小野田班と協力して捜査をする,おのだ半と協力して捜査をする,14,4
728,所持してることには変わりはない,所持してることには変わりはない,15,0
729,最近ライフル弾を購入した人は,最近ライフル段を購入した人は,14,1
730,まだ仕事中なんだけどね,まだしごと中なんだけどね,11,3
731,彼女は飛びっ切りの美人だから,彼女は扉きりのビジンだから,14,7
732,銃弾から使われたライフルは,充団から使われたライフルは,13,2
733,おそらく狩猟用のレミントンを,おそらく酒料用のレミントンを,14,2
734,スケジュール見ておくから,スケジュUル見ておくから,12,1
735,この人何も分かってない,この人何にU買ってない,11,3
736,この人形はおそらくこれから,この人行はおそらくこれから,13,1
737,これは部長クラスしか見れないんだけど,これは部長クラスしか見れないんだけど,18,0
738,呼び出すなよこんな所に,よび出すなよこんなところに,11,4
739,警視庁幹部が仲悪かったんだ,警視庁幹部が中悪かったんだ,13,1
740,独自に捜査を進めていたんだ,独自に操作を進めていたんだ,13,2
741,通常の捜査ならあり得ない,通常の操作ならありえない,12,3
742,谷本が同じ格好をさせて,他に元が同じかっこうをさせて,11,7
743,警察の動向見るためにな,警察の動校見るためにな,11,1
744,救急車で運ばれたが間もなく,休休者で運ばれたがまもなく,13,4
745,仲間を殺すのはやめるよ,中間をころすのはやめるよ,11,3
746,あそこで発砲するのはやむを得ない処置,あそこで発砲するのはやむをえない所地,18,3
747,ずっと背負っていくしかない,ずっと攻えていくしかない,13,3
748,例の刑事さんが撃たれたっていうの,例の計示さんが打たれたっていうの,16,3
749,警備しなくちゃいけなくて,警備しなくちゃいけなくて,12,0
750,ターゲットはその誤射事件に関連した,タUゲットはその悩い時県に関連した,17,5
751,これでまた誰かが殺される,これでまた誰かが頃される,12,1
752,関係してる可能性も含め,関係してる可能性も含め,11,0
753,この仕事自体忘れとんちゃうかな,この仕事自体忘れトンチャウカな,15,6
754,誤って撃たれた武藤さんが,誤って打たれたむ倒産が,12,5
755,それに当時女性刑事ばかりを集めて,それに当時女性形示場かりを集めて,16,3
756,ライバルの野立が注目されていた,ライバルののだちが注目されていた,15,3
757,組織犯罪を統括する長として,組織範在を統括する調として,13,3
758,スタンドを分割して警備を行う,スタンドを分割して警備を行う,14,0
759,本当の黒幕はこいつなのよ,本当の黒幕はコイツなのよ,12,3
760,大げさに吹っ飛びやがってお前,大下さにふっとビヤがってお前,14,5
761,別にいいじゃないっすか,別にいいじゃないっすか,11,0
762,もう泣いていい見ないから,もうないていい見ないから,12,1
763,俺たち最強ツートップだ,オレタチサイ共ツUトップだ,11,8
764,相談する女なんかいません,相談する女な何会ません,12,3
765,どうせまたマスコミ向けに押し付けられた,どうせまたますコミ向けにおしつけられた,19,4
766,僕がまだ交番勤務時代に,僕がまだ高板勤務時代に,11,2
767,小野田班はすでに動いている,おのだ判はすでに動いている,13,4
768,君たちも至急捜査に当たってくれ,気見たちも支給操作にあたってくれ,15,7
769,前のあれも恋ちゃうちゅうねん,前のあれもコイチャウ中年,14,9
770,デートなんて行かせないよ,デUトなんていかせないよ,12,2
771,木元と花形はわたしと現場に,気元と花型は私と現場に,13,5
772,片桐は科捜研と連携して,型切りは仮想権と連携して,11,6
773,高いことが分かりました,高いことがわかりました,11,1
774,こう斜めになっていたり,こうな悩になっていたり,11,2
775,複数いることを指してる,複数いることを差してる,11,1
776,傷害と窃盗の前科のある男や,小涯と窃盗の前家のある男や,13,3
777,見慣れてるみたいですね,見なれてるみたいですね,11,1
778,内藤は孤立してたみたいや,内藤はこりつしてたみたいや,12,3
779,もう一度ガイ者周りをあたって,もう一度外社回りをあたって,14,4
780,小野田班からの報告がありました,おのだ半からの報告がありました,15,4
781,会ってなく絶縁状態にあるそうです,あってなく絶演状態にあるそうです,16,2
782,子供を置いて逃げるなんて,子どもを追いて逃げるなんて,12,3
783,警察の方とのコミュニケーションは,警察の方とのコミュニケUションは,16,1
784,開設してらっしゃいますが,解説してらっしゃいますが,12,2
785,個別に相談がある場合は,個別に相談がある場合は,11,0
786,追い込んでしまうことが多いんです,おいこんでしまうことが多いんです,16,2
787,いつか父親に認められたい,いつか地治やに認められたい,12,3
788,愛されたいと願っていました,愛されたいと願っていました,13,0
789,先客がいたみたいだから,洗客が痛みたいだから,11,3
790,一歩も外には出なかったと言っていました,一歩も外には出なかったと言っていました,19,0
791,現場の土が車内から出るはずだから,現場のどが社内から出るはずだから,16,2
792,ということは証言は本当か,ということは小言は本当家,12,2
793,とにかくお前はおとなしくしてろ,とにかくお前は大難してロ,15,6
794,ジョギング中の女性が発見しています,ジョギング中の女性が発見しています,17,0
795,ナイフでのど元を一撃された後に,ナイフでのドモトを一撃された後に,15,3
796,むちゃくちゃな殺し方だが,無ちゃくちゃなころしかただが,12,5
797,後始末だけはしっかりしている,あとしまつだけはしっかりしている,14,5
798,マスコミにたたかれるんだ,マスコミに戦れるんだ,12,3
799,マスコミ対応の方もばっちりやって,マスコミ対応の方もバッチリやって,16,4
800,じゃそのサイト閲覧者が,ジャソのサイト閲覧者が,11,3
801,そのメールを見られる全ての人間が,そのメUルを見られるすべての人間が,16,3
802,年齢も虐待方法も親父そっくりだ,年齢も逆体方法も親字速くだ,15,6
803,警視庁の大沢絵里子です,警視庁の大沢駅子です,11,2
804,それで一応先生の事件当日の,それで一応戦生の事件当日の,13,1
805,その時間はわたし寝ていましたから,その時間は私ねていましたから,16,4
806,この現場から宮川さんの自宅は,この現場から宮側さんの自宅は,14,1
807,宮川さんは鋭利な刃物で,宮側さんは映理なはもので,11,6
808,現場に残された靴跡ですが,現場に残された靴アトですが,12,2
809,そんなことあるわけないですよ,そんなことあるわけないですよ,14,0
810,その時間は教授室にいました,その時間は教授室にいました,13,0
811,共有パソコンにカメラ付いてるから,共有パソコンにカメラツいてるから,16,1
812,前後の日も含めて終日全部,前後の日も含めて週日全部,12,1
813,ただ捜査を混乱させるだけだから,ただ操作を混乱させるだけだから,15,2
814,だったら最後に一緒にやろうよ,だったら最後に一緒にやろうよ,14,0
815,父親にひどい虐待を受けていた,父親にひどい逆体を受けていた,14,2
816,狭い押し入れの中に閉じ込められた,狭い押しいれの中にと事故められた,16,4
817,そんな毎日が何年も続いた,そんな毎日が何年も続いた,12,0
