NUM,EXPECTED,model_epoch_01_gs_30730_beam_width_1,# characters,edit distance
406,何にも見つからなかった,何にも見つからなかった,11,0
407,いくら大事な仕事のためとはいえ,いくら大事な仕事のためとはいえ,15,0
408,いずれにせよ家宅捜索すれば,いずれにせよか卓捜索すれば,13,2
409,ほかにも証拠は出てくるはず,ほかにも証拠は出てくるはず,13,0
410,全部罪かぶってくれたのに,全部財下無ってくれたのに,12,3
411,復活できるとこだったのにな,復活できるとこだったのにな,13,0
412,やっぱり直感は正しかったわ,やっぱり直感は正しかったわ,13,0
413,あんなの持たないでしょ,あんなのもたないでしょ,11,1
414,卑劣な犯罪者の敵がわたしなの,ヒレツな犯罪者の敵が私なの,14,6
415,警視庁に来てもらうから,警視庁に来てもらうから,11,0
416,マスコミいっぱい来るんでしょ,マスコミイッパイクルんでしょ,14,6
417,君にあれはね昆虫を見る目だよ,君にあれは根婚中を見る目田よ,14,4
418,ある意味カッコ良かったですよ,ある意味かっこよかったですよ,14,4
419,同情するなら毛根をくれ,同乗するなら猛コンをくれ,11,4
420,何か感づかれるんじゃないかって,何かかんづかれるんじゃないかって,15,2
421,樋口ゆかりを狙ってること,樋口ゆかりを狙ってること,12,0
422,自分の考えを全部は言わない,自分の考えを全部は言わない,13,0
423,本当は真実にあげたかったんだよ,本当は信実に挙げたかったんだよ,15,2
424,やっぱりちゃんと考えてるんだあなたも,やっぱりちゃんと考えてるんだあなたも,18,0
425,アピールする狙いもある,アピUルする狙いもある,11,1
426,あなたの後ろには私達がいる,あなたの後ろには私たちがいる,13,2
427,みんなに防犯というものを,みんなに防犯というものを,12,0
428,知ってもらうためにやって来ました,知ってもらうためにやってきました,16,1
429,絶対にドアを開けてはいけません,絶対にドアを開けてはいけません,15,0
430,不測の事態の対処法です,不測の事態の対処法です,11,0
431,やっぱりあたし無理です,やっぱり温しむりです,11,4
432,仕事に対する姿勢の問題,仕事に対する姿勢の問題,11,0
433,家で好きなだけ寝ていなさい,家で好きなだけ寝ていなさい,13,0
434,木元さんが大変なんですよ,気本さんが大変なんですよ,12,2
435,こちらから連絡するまで,こちらから連絡するまで,11,0
436,誠に申し訳ありませんが,誠に申し訳ありませんが,11,0
437,電話をお受けすることができません,電話を追受けすることができません,16,1
438,いやになったんでしょう,いやになったんでしょう,11,0
439,社会人としてあるまじき行為,社会人としてあるまじき行為,13,0
440,プロの自覚がない人間は,プロの時格がない人間は,11,2
441,とにかく真美りんだけは絶対ダメ,とにかく真みりんだけは絶対だめ,15,3
442,部下の人生をもてあそぶ,部下の人生をもて遊ぶ,11,2
443,現在ガイシャの身元の割り出し中です,現在外社の見元の割田市中です,17,8
444,ただのチンピラ同士の喧嘩だ,ただの珍ぴら同氏の喧嘩だ,13,5
445,使われた拳銃はフィリピンルートで,使われた拳銃はフィリピンルUトで,16,1
446,事件ではないと思いますが,事件ではないと思いますが,12,0
447,それはこちらが決めますので,それはこちらが決めますので,13,0
448,これシュークリーム持ってきました,これシュUクリUムもってきました,16,3
449,そんなに時間はかからないと思うわ,そんなに時間はかからないと思うわ,16,0
450,そういえば木元のやつって,そういえば気元のやつって,12,1
451,土佐犬より気が強いです,とサイヌより気が強いです,11,4
452,あの子も相変わらずだな,あの子も合い変わらずだな,11,2
453,少量の塩素酸イオンが含まれていた,商料の塩素三井音が含まれていた,16,6
454,昨日から連絡つかなくってさ,機能から連絡つかなくってさ,13,2
455,自宅に電話させてもらいました,自宅に電話させてもらいました,14,0
456,錦糸町のパブで働いてるんだけど,近止町のパブで働いてるんだけど,15,2
457,このままだと電気も止められる,このままだと電気求められる,14,2
458,ただいま留守にしております,ただいマルスにしております,13,3
459,今回も身元の分かる物は,今回も見元のわかるものは,11,4
460,被害者の自転車にぶつかった,被害者の自転車にぶつかった,13,0
461,同じメッセージを残してる,同じメッセUジを残してる,12,1
462,こういうメッセージを残したりはしない,こういうメッセUジを残したりはしない,18,1
463,木につるし上げたと考えられる,気につる仕上げたと考えられる,14,2
464,これらのことから犯人は,これらのことから半人は,11,1
465,激しいスポーツをやっていて,激しいスポUツをやっていて,13,1
466,社会生活はきちんとこなしていて,社会生活はきちんとこなしていて,15,0
467,まだ犯行は続く可能性が高い,まだ半行は続く可能性が高い,13,1
468,戻ってるんじゃないかと思って,戻ってるんじゃないかと思って,14,0
469,ああいうのに入ったりして,ああいうのには言ったりして,12,2
470,派手にはしゃいでいました,はでには社位でいました,12,5
471,貼っていったものがありますけど,張っていったものがありますけど,15,1
472,免許証はホームレスから名義を買った,免許証はホUムレスから名義を買った,17,1
473,殴る蹴るで殺したちゅう事件や,殴るケルでころしたちゅう事件や,14,4
474,当時話題になった事件です,当時話題になった事件です,12,0
475,何人かでやったんだよな,何人かでやったんだよな,11,0
476,それからリンチ殺人で殺された,それから臨地札人で殺された,14,4
477,見張り役だった男がいるんです,美は利役だった男がいるんです,14,3
478,ゲームセンターで遊んでいた,ゲUムセンタUで遊んでいた,13,2
479,センター裏に連れ出し数発殴った,センタU裏に連れ出し数はつなぐった,15,5
480,廃墟で両手足を縛ったうえで監禁,廃墟で両手足をしばった上で肝金,15,6
481,一部をインターネットで流した,一部をインタUネットで流した,14,1
482,その後江川さんは全身打撲による,その声川さんは全身だ僕による,15,4
483,自殺に見せかけようとしたが,自殺に見せかけようとしたが,13,0
484,このときの警察の対応に,この時の警察の対応に,11,2
485,不自然なタイヤ痕を見つけた,不自然なタイヤコンを見つけた,13,2
486,何もせずに見殺しにした,何もせずに見ごろしにした,11,2
487,新しいメールが来てます,新しいメUルが来てます,11,1
488,海外のサーバーから経由しています,海外のサUバUから経由しています,16,2
489,今科捜研がしらべてるだけど,今夏総研が調べてるだけど,13,4
490,拉致されているのは警視庁の刑事です,拉致されているのは系視聴の掲示です,17,4
491,こっちに回すようにした,こっちに回すようにした,11,0
492,あの防犯キャンペーンのやつ,あの防犯キャンペUンのヤツ,13,3
493,国民の税金使ってあんな遊びして,国民の税金使ってあんな遊びして,15,0
494,お前らが許せないんだよね,おまえらが許せないんだよね,12,2
495,映像見ればわかるでしょ,映像見ればわかるでしょ,11,0
496,指揮権は大沢にしましょう,指揮験は大沢にしましょう,12,1
497,きわめて危険なマル被です,極めて危険な丸日です,12,5
498,病院跡から連れ出されて,病院あとから連れ出されて,11,2
499,インターネットの書き込みチェックと,インタUネットの書き込みチェックと,17,1
500,特別犯罪対策の岩井だけど,特別犯罪対策の祝いだけど,12,2
501,調べてほしいことがあるんや,調べてほしいことがあるんや,13,0
502,逃げられそうで逃げられない,逃げられそうで逃げられない,13,0
503,絶望で木元の気力が萎える事,絶望で気元の危力がなえること,13,5
504,犯人もそれを狙っている,犯人もそれを狙っている,11,0
505,付けてって言ったんだから早く付けてよ,付けてって一体だから早くつけてよ,18,5
506,交換条件を持ち出し攻めに転じる,交換条件を持ち出しぜめに転じる,15,1
507,だったらいくらなら用意出来る,だったらいくらなら用意できる,14,2
508,ストレスレベルも相当高い,ストレスレベルも相当高い,12,0
509,不自然なノイズがずーっと入ってる,不自然なのイズがズUットは言ってる,16,7
510,学校でも問題児だったようです,学校でも問題時だったようです,14,1
511,証言を何人もしています,証言を何人もしています,11,0
512,通話の記録ぐらい残っとるやろ,通話の記録ぐらいのコットルやろ,14,5
513,警視庁の野立が頼んでるって,警視庁ののダチ型飲んでルッテ,13,8
514,みなさんで分けてください,みなさんで分けて下さい,12,2
515,自己資金もふんだんに使ってる,自己資金も分団に使ってる,14,4
516,木元を水槽に入れたのも,気元を水槽に入れたのも,11,1
517,警察をからかって楽しんでる,警察をから勝って楽しんでる,13,1
518,高倉山じゃないかという,高倉山じゃないかという,11,0
519,一度は溺死までさせられかけてる,一度はできしまでさせられかけてる,15,3
520,ボスが来ないと面白くないじゃん,ボスが来ないと面白くないじゃん,15,0
521,まあ確かにそんな感じだな,まあたしかにそんな感じだな,12,2
522,どこにでも丸腰で行くわ,どこにでも丸ごしでいくわ,11,3
523,みんな付いてるそれ忘れないで,みんなついてるそれ忘れないで,14,1
524,ストレスレベルが上がった,ストレスレベルが上がった,12,0
525,これが当時の通報の録音テープや,これが当時の通報の録音テUプや,15,1
526,普通のことに興味がなくて,普通のことに興味がなくて,12,0
527,でも大人になったら個性ですよ,でも大人になったら個性ですよ,14,0
528,科捜研総動員で解析してもらって,仮想券騒動員で解析してもらって,15,4
529,仲間なんて全然当てにならないだろう,仲間なんて全然アテにならないだろう,17,2
530,そんなことやっておもしろいのかよ,そんなことやって面白いのかよ,16,4
531,友達がリンチされているんです,友達が臨値されているんです,14,3
532,俺は色々調べて勉強して,俺はいろいろ調べて勉強して,11,4
533,少年院から出てきやがった,少年員から出てきやがった,12,1
534,毎年祝ってやがったんだ,毎年言わってやがったんだ,11,2
535,小学校の同級生田島しんごです,小学校の同級生田島真吾です,14,3
536,彼も久保からいじめを受けています,彼も久保からいじめを受けています,16,0
537,木元さんガールスカウトにいたから,きもとサンガUルスカウトにいたから,16,6
538,あいつ諦めてなかったんや,あいつあきらめてなかったんや,12,3
539,何も出来ないまま目の前で,何もできないまま目の前で,12,2
540,仲間が死んでいく辛さを味わってくれ,仲間が新でいくつらさを味わってくれ,17,4
541,卑怯なのはあなたじゃない,悲きょうなのはあなたじゃない,12,4
542,それは今でも変わらない,それは今でも変わらない,11,0
543,俺はな強くなったんだよ,俺は夏よくなったんだよ,11,2
544,これはフロイトの言う反復脅迫,これはフロイトのいうハンプク鏡白,14,7
545,公開された上で殺されている,公開された上で殺されている,13,0
546,江川君と同じ雪辱を味わってくれ,えがわくんと同じ接辱を味わってくれ,15,6
547,時限装置を押す時ためらったじゃん,時元装置を押すときためらったじゃん,16,3
548,今の私はあなたとは違う,今の私はあなたとは違う,11,0
549,あいつらと同じことしてどうする,相津らと同じことしてどうする,15,3
550,あんたも病院に行かなきゃ,アンタも病院に行かなきゃ,12,3
551,あの劇の帰り道いきなり,あの激の帰り見ちいきなり,11,3
552,部下が犯罪に巻き込まれても,部下が犯罪に巻き込まれても,13,0
553,警察官の拉致監禁の容疑で,警察官の拉近金金の容疑で,12,3
554,せっかく僕のクビも免れたんだし,せっかく僕の首もまぬかれたんだし,15,5
555,今朝は朝までいたのにねー,今朝は朝までいたのにねU,12,1
556,さっき整理したら出てきた,さっき整理したら出てきた,12,0
557,終いにはあいつが平助さんが,終値りいには相津が平輔さんが,13,6
558,それとも平助さんがあいつなのか,それとも平透けさんが相津なのか,15,5
559,何とぞ穏便にと言ってきてる,何とぞ温瓶にと言ってきてる,13,2
560,とどめの一撃を受けるまで,と度目の一撃を受けるまで,12,2
561,鉄あるいはスチル製のものだとしか,徹あるいはスチル製のものだとしか,16,1
562,指紋は全てふき取られていた,指紋はすべて吹き取られていた,13,3
563,手を付けられた形跡がないため,手をつけられた形跡がないため,14,1
564,プラス相当頭の切れる人物,プラス総当頭の切れる人物,12,1
565,木元とわたしはまず現場に,気本と私はまず現場に,12,5
566,犯行があったと思われる,犯行があったと思われる,11,0
567,マスコミには見えないから警察,マスコミには見えないから警察,14,0
568,ていうか君たちの話聞かせてくれよ,ていうかきみたちの話しきかせてくれよ,16,4
569,みんな体面ばっか気にしてる感じですね,みんな体面ばっかきにしてる感じですね,18,1
570,あの子たちちゃんと話さないでしょ,あのコタチちゃんとはなさないでしょ,16,5
571,わたしに向いてくれないと困るの,私に向いてくれないと困るの,15,3
572,塾関係者も見ていません,熟関係者も見ていません,11,1
573,出ていった人物もまだ分からん,出ていった人物もまだわからん,14,1
574,でもたぶん彼女は乗ってくる,でも多分化の女は乗ってくる,13,4
575,温情と理解をもって当たり,音譲と理解を持って当たり,12,3
576,その心情を傷つけないように,その信情を傷つけないように,13,1
577,定規とコンパスで描ける,上着とコンパスで描ける,11,2
578,なんかすごく盛り上がってる,なんかすごく盛り上がってる,13,0
579,距離があると盛り上がるけど,距離があると盛り上がるけど,13,0
580,でも殺害そのものは否定してます,でも殺害そのものは否定してます,15,0
581,売られてるのが分かりました,売られてるのがわかりました,13,1
582,わたしも持ってるよこれ,私も持ってる横れ,11,5
583,証拠隠滅を図ろうとする犯人は,消固飲説を測ろうとする犯人は,14,5
584,ものを考えることができる,ものを考えることができる,12,0
585,それで腹を立てたってわけか,それで腹を立てたってわけか,13,0
586,やってもらえないかなと思って,やってもらえないかなと思って,14,0
587,緊張状態を見ようとした,緊張状態を見ようとした,11,0
588,あなたたちの狙いは最初から,あなたたちの狙いは最初から,13,0
589,じいちゃんたちがやってるから,次井ちゃんたちがやってるから,14,2
590,またわたしが疑われてる,また私が歌が割れてる,11,5
591,今日は色と面白い話があるの,今日は色と面白い話があるの,13,0
592,常温のミネラルウオタを飲むとは,上温のみねらるうおたを飲むとは,15,8
593,そうやって温めるだけで,そうやって温めるだけで,11,0
594,あおむけをうつぶせってするだけでも,青向けをつつぶ設ってするだけでも,17,5
595,わたし先生を殺しちゃった,私先生を殺しちゃった,12,3
596,ところが思いも寄らずなのか,ところが思いもよらずなのか,13,1
597,あなたは最初乾いた血痕の上から,あなたは最初川いた結婚の上から,15,3
598,さらにその上にまたすぐに,さらにその上にまたすぐに,12,0
599,皮肉にも漂白剤をまいたことで,皮肉にも評迫罪を枚たことで,14,5
600,増岡先生のとこが割られてた,ます岡先生のと小がわられてた,13,4
601,何でかなってずっと考えてた,なんでかなってずっと考えてた,13,2
602,増岡先生が付き合ってたのは,マスオカ戦生が付き合ってたのは,13,5
603,なのにどうして冷静じゃないんだろううって,なのにどうして冷静じゃないんだろう打って,20,1
604,気に入ったら後で購入するってやつ,気に入ったら後で購入するってやつ,16,0
605,由貴を遊んでやったとか,雪を遊んでやったとか,11,2
606,だから思わずそれだけ捨ててしまった,だから思わずそれだけ捨ててしまった,17,0
607,さっきから言ってるよね,さっきから言ってるよね,11,0
608,二宮先生が行っていたという,に飲みや先生が行っていたという,13,4
609,だったら二宮先生じゃん,だったらに飲みや先生じゃん,11,4
610,そういうのが確たる証拠っていうの,そういうのがかくたる証拠っていうの,16,2
611,対策室もよくやったじゃん,対策室もよくやったじゃん,12,0
612,出てきたの二宮先生のロッカじゃないよ,出てきたのに飲みや先生の六下じゃないよ,18,7
613,わたし物覚え悪いから間違ってて,私もの覚え悪いから間違ってて,15,4
614,間違えてあなたに伝えちゃった,間違えてあなたに伝えちゃった,14,0
615,先生みたいに奇麗になりたいなと思って,先生みたいにキレイになりたいなと思って,18,3
616,奇麗になれるかなと思って,きれいになれるかなと思って,12,3
617,じゃああのポリグラフも,じゃああのポリグラフも,11,0
618,ほかにも遊んだ女のことも,ほかにも遊んだ女の子とも,12,1
619,今度刑務所から出てくるときは,今度軽無所から出てくるときは,14,2
620,でもお前に来た話だから,でもお前にきた話だから,11,1
621,マスコミ向けの広告塔じゃありませんから,マスコミ向けの広告等じゃありませんから,19,1
622,お前だってきちんとメークしてけば,お前だってきちんとメUクしてケバ,16,3
623,リラックスして楽しんでいってください,リラックスして楽しんでいってください,18,0
624,それではよろしくお願いします,それではよろしくお願いします,14,0
625,さらには女性初の室長と,さらには女性はつの質頂と,11,4
626,俺こういうの苦手なんだけどね,おれこういうの苦手なんだけどね,14,2
627,きちんとできていますので,きちんとできていますので,12,0
628,買ったばかりの育毛剤なんですけど,買ったばかりの育層剤なんですけど,16,1
629,今日はあの怖い女がいない,今日はあのこわい女がいない,12,2
630,事件解決へとつながってるんですね,事件解決へとつ名がってるんですね,16,1
631,プライベートは普通の女ですから,プライベUトは普通の女ですから,15,1
632,似たようなもんなんですね,似たようなもんなんですね,12,0
633,この仕事ではよくあることなんです,この仕事ではよくあることなんです,16,0
634,最近の社員はすぐびびっちゃって,最近の社員はすぐびっちゃって,15,1
635,おそらく大量のアルコールで,おそらく大量のアルコUルで,13,1
636,極秘写真をすっぱ抜いてきた,ごく日写真を吸っぱ抜いてきた,13,4
637,取り組む姿勢に変わりはない,取り組む姿勢に変わりはない,13,0
638,イケメンもおるのかしら,イケメンもオルのカシラ,11,5
639,まったく不自然な点がない,まったく不支然な点がない,12,1
640,本当に脱がなくていいから,本当に布がなくていいから,12,1
641,ここでお酒を飲んでいても,ここでお酒を飲んでいても,12,0
642,ましてアルコールに酔って,ましてアルコUルによって,12,2
643,そのまさかを追及するのが,そのまさかを追求するのが,12,1
644,何かおったような気がするけどな,何か折ったような気がするけどな,15,1
645,プライベート中の追い掛けるの,プライベUト中の追いかけるの,14,2
646,事件に関しての続報です,事件に関しての続報です,11,0
647,できるわけないじゃない,できるわけないじゃない,11,0
648,テレビはついてたみたいですけど,テレビはついてたみたいですけど,15,0
649,それからは食いつなぐために,それからは食いつなぐために,13,0
650,こんなのいちいち気にしてたら,こんなの一一機にしてたら,14,5
651,カメラマンとして活動していた,カメラマンとして活動していた,14,0
652,病気にかかり仕事を休んでいたか,病気にかかり仕事を休んでいたか,15,0
653,あの事故死を調べてるんですよね,あの自己士を調べてるんですよね,15,3
654,事故死で片付けられたものを,自己子で片付けられたものを,13,3
655,でも再捜査してよかったですよ,でも細操さして良かったですよ,14,4
656,つまり実際の事件現場に,つまり実際の事件現場に,11,0
657,何かあったらすぐ連絡下さい,何かあったらすぐ連絡ください,13,2
658,ぱっと見ていい女って思われないと,パッと見ていい女って思われないと,16,2
659,これあなたの読みどおり,これあなたの読み通り,11,2
660,爪の先は面が滑らかなの,つめの先は面がなめらかなの,11,4
661,こういうささくれは何かに触っていると,こういうささくれは何かに触っていると,18,0
662,第三者の手によって切られた,第三者の手に寄ってきられた,13,2
663,この男ひと月ほど前から,この男ひと月ほど前から,11,0
664,ただ職業上の接点はない,ただ職業場の接点はない,11,1
665,ストーカー殺人の現場にいたディレクター,ストUカU撮人の現場にいたディレクタU,19,4
666,ここに来るまでに迷っちゃった,ここに車でに迷っちゃった,14,3
667,わたしは自分の目で見て,私は自分の目で見て,11,3
668,自分の目で見て確かめたいの,自分の目で見て確かめたいの,13,0
669,たまたま近くで取材してたから,たまた間近くで取材してたから,14,1
670,そろそろ時間だからまた,そろそろ時間だからまた,11,0
671,こちらこそごめんなさい,こちらこそごめんなさい,11,0
672,スクープ映像を解析したものよ,スクUプ映像を解析したものよ,14,1
673,運航していた船のエンジン音,運行していた船のエンジンオン,13,3
674,刃物のようなもので首を刺され,はもののようなもので首を刺され,14,3
675,安田に弱みを握られていて,安田に弱みを握られていて,12,0
676,高峰仁美がお送りしました,高嶺ひと見が多くりしました,12,6
677,死因は現在分かっておりません,死因は現在分かっておりません,14,0
678,とんでもない不祥事だぞ,とんでもない不祥自打ぞ,11,2
679,君に責任取ってもらわないとな,君に責任とってもらわないとな,14,1
680,亡くなった男性東郷英憲さんは,亡くなった男性統合費での利さんは,14,6
681,発見後すぐに助けに入ったかのように,発見後すぐに助けに入ったかのように,17,0
682,映像を一部切り取り編集しました,映像を一部切り取り返収しました,15,2
683,しかし捏造スクープの映像を,しかし熱増スクUプの映像を,13,3
684,カプセルを服用して死んだ,カプセルを服用して死んだ,12,0
685,高峰にカプセル飲ますのは無理やな,高嶺にカプセルのマスのは無理やな,16,4
686,たった今からこのヤマは,たった今からこの山は,11,2
687,上の結論が出るまでお前たちは,上の結論が出るまでお前たちは,14,0
688,ここでおとなしく待ってろ,ここでおとなしく待ってろ,12,0
689,俺だってつらいんだからさ,おれだってつらいんだからさ,12,2
690,取り調べ中に人が死んでるんだろう,取り調べ中に人が死んでるんだろう,16,0
691,捜査に決まってるじゃない,操作に決まってるじゃない,12,2
692,捜査担当から外されたんですってね,捜査担当から外されたんですってね,16,0
693,大変な問題を起こしたんだから,大変な問題を起こしたんだから,14,0
694,こんなもんもらっちゃってねぇ,こんなもんもらっちゃってねぇ,14,0
695,捜査を続行させてほしいってさ,操作を続行させてほしいってさ,14,2
696,大沢絵里子は首だけどな,大沢エリコは首だけどな,11,3
697,アリバイの裏取ってきました,アリバイの裏とってきました,13,1
698,そこから分かった新事実が幾つか,そこからわかった信事実がいくつか,15,4
699,まず東郷の体内から出てきた,まず統合の体内から出てきた,13,2
700,生放送前で忙しいんだけど,生放送前で忙しいんだけど,12,0
701,あなたに一番最初に伝えようと思って,あなたに一番最初に伝えようと思って,17,0
702,その日あなたが東郷に青酸カリを,その日あなたが統合に生産かりを,15,6
703,この成分はニトロセルロース樹脂,この成分はにとろせるロUス樹脂,15,6
704,まず青酸カリ入りのカプセルを,まず生産仮入のカプセルを,14,5
705,マニキュアのクリアコートでコーティングする,マニキュアのクリアコUトでコUティングする,21,2
706,これで溶けだす時間を調整できる,これで溶け出す時間を調整できる,15,1
707,これを服用すると塩酸ロペラミドで,これを服用するとエンサンロペラミドで,16,4
708,毒入りカプセルが溶けだし,どく入りカプセルがとけだし,12,3
709,カプセル剤を飲まなければいけないことを,カプセル材を飲まなければいけないことを,19,1
710,体内に残った成分を計算すると,体内に残った成分を計算すると,14,0
711,東郷がカプセルを服用したのは,統合がカプセルを服用したのは,14,2
712,それから安田のお風呂場で,それから安田のお風呂場で,12,0
713,優秀なジャーナリストだった,優秀なジャUナリストだった,13,1
714,わたしが大きくならないといけない,私が大きくならないといけない,16,3
715,たとえどんなに小さな声でも,たとえどんなに小さな声でも,13,0
716,生放送中に自白するなんて,生放送中に自はくするなんて,12,2
717,最近残業するようになったらしいね,最近残業するようになったらしいね,16,0
718,そういえば昨日の野立会にも来なかった,そういえば機能ののだち回にもこなかった,18,7
719,イケメンが集う異業種交流会だ,イケメンが集同以業種講流回だ,14,4
720,片桐が来ないと戦力にならん,型切りがこないと戦力に並ん,13,6
721,まあそんなかりかりするな,まあそんな借り軽な,12,5
722,また野立会に来なくなる,またのだち回に来なくなる,11,4
723,ヤマムーにウィッグかぶせて,ヤマムUニウィッグかぶせて,13,2
724,殺人を起こしてるヒットマンや,殺人を起こしてるヒット万野,14,3
725,今回対立する組織の幹部を,今回対立する組織の幹部を,12,0
726,それに送られてきたこの人形,それに送られてきたこの人形,13,0
727,小野田班と協力して捜査をする,小野田半と協力して捜査をする,14,1
728,所持してることには変わりはない,所持してることには変わりはない,15,0
729,最近ライフル弾を購入した人は,最近ライフル弾を購入した人は,14,0
730,まだ仕事中なんだけどね,まだ仕事中なんだけどね,11,0
731,彼女は飛びっ切りの美人だから,彼女はとびっきりの美人だから,14,2
732,銃弾から使われたライフルは,充団から使われたライフルは,13,2
733,おそらく狩猟用のレミントンを,おそらく主了用のレミントンを,14,2
734,スケジュール見ておくから,スケジュUル見ておくから,12,1
735,この人何も分かってない,この人何もわかってない,11,1
736,この人形はおそらくこれから,この人形はおそらくこれから,13,0
737,これは部長クラスしか見れないんだけど,これは部長クラスしか見れないんだけど,18,0
738,呼び出すなよこんな所に,呼び出すな予婚なところに,11,6
739,警視庁幹部が仲悪かったんだ,警視庁幹部がなかわるかったんだ,13,4
740,独自に捜査を進めていたんだ,独自に操作を進めていたんだ,13,2
741,通常の捜査ならあり得ない,通常の操作ならありえない,12,3
742,谷本が同じ格好をさせて,他に基が同じ確行をさせて,11,5
743,警察の動向見るためにな,警察の動向見るためにな,11,0
744,救急車で運ばれたが間もなく,九給者で運ばれたがまもなく,13,4
745,仲間を殺すのはやめるよ,仲間を殺すのはやめるよ,11,0
746,あそこで発砲するのはやむを得ない処置,あそこで発砲するのはヤムを得ない初地,18,4
747,ずっと背負っていくしかない,ずっと背負っていくしかない,13,0
748,例の刑事さんが撃たれたっていうの,例の掲示さんが打たれたっていうの,16,3
749,警備しなくちゃいけなくて,警備しなくちゃいけなくて,12,0
750,ターゲットはその誤射事件に関連した,タUゲットはその誤枚事件に関連した,17,2
751,これでまた誰かが殺される,これでまた誰かが殺される,12,0
752,関係してる可能性も含め,関係してる可能性も含め,11,0
753,この仕事自体忘れとんちゃうかな,この仕事じたい忘れとんちゃうかな,15,3
754,誤って撃たれた武藤さんが,誤って打たれたむ豆腐さんが,12,4
755,それに当時女性刑事ばかりを集めて,それに当時女性掲示ばかりを集めて,16,2
756,ライバルの野立が注目されていた,ライバルののダチが注目されていた,15,3
757,組織犯罪を統括する長として,組織犯罪を統括する超として,13,1
758,スタンドを分割して警備を行う,スタンドを分割して経備を行う,14,1
759,本当の黒幕はこいつなのよ,本当のクロマクはコイツなのよ,12,7
760,大げさに吹っ飛びやがってお前,大げさにフットビやがっておまえ,14,6
761,別にいいじゃないっすか,別にいいじゃないっすか,11,0
762,もう泣いていい見ないから,もうないていいみないから,12,2
763,俺たち最強ツートップだ,オレたち最強ツUトップだ,11,3
764,相談する女なんかいません,相談する女なんかいません,12,0
765,どうせまたマスコミ向けに押し付けられた,どうせまたマスコミ向けに惜し着けられた,19,2
766,僕がまだ交番勤務時代に,僕がまだ降板勤務時代に,11,2
767,小野田班はすでに動いている,小波藩はすでに動いている,13,3
768,君たちも至急捜査に当たってくれ,きみたちもし急捜査に当たってくれ,15,3
769,前のあれも恋ちゃうちゅうねん,前のあれも小一ゃう中年,14,7
770,デートなんて行かせないよ,デUトなんていかせないよ,12,2
771,木元と花形はわたしと現場に,気元と花方は私と現場に,13,5
772,片桐は科捜研と連携して,肩切は仮想研と連携して,11,4
773,高いことが分かりました,高いことがわかりました,11,1
774,こう斜めになっていたり,こうな滑になっていたり,11,2
775,複数いることを指してる,複数いることを指してる,11,0
776,傷害と窃盗の前科のある男や,障害と窃盗の全下のある男や,13,3
777,見慣れてるみたいですね,見慣れてるみたいですね,11,0
778,内藤は孤立してたみたいや,内藤は個立してたみたいや,12,1
779,もう一度ガイ者周りをあたって,もう一度外社回りを当たって,14,5
780,小野田班からの報告がありました,小野田半からの報告がありました,15,1
781,会ってなく絶縁状態にあるそうです,あってなく絶演状態にあるそうです,16,2
782,子供を置いて逃げるなんて,子供を置いて逃げるなんて,12,0
783,警察の方とのコミュニケーションは,警察の方とのコミュニケUションは,16,1
784,開設してらっしゃいますが,解説してらっしゃいますが,12,2
785,個別に相談がある場合は,個別に相談がある場合は,11,0
786,追い込んでしまうことが多いんです,いい込んでしまうことが多いんです,16,1
787,いつか父親に認められたい,いつ勝ち小屋に認められたい,12,4
788,愛されたいと願っていました,愛されたいと願っていました,13,0
789,先客がいたみたいだから,先客が痛みたいだから,11,2
790,一歩も外には出なかったと言っていました,一歩も外には出なかったと言っていました,19,0
791,現場の土が車内から出るはずだから,現場の土賀社内から出るはずだから,16,2
792,ということは証言は本当か,ということは証言は本当か,12,0
793,とにかくお前はおとなしくしてろ,とにかくお前はおとなしくしてろ,15,0
794,ジョギング中の女性が発見しています,ジョギング中の女性が発見しています,17,0
795,ナイフでのど元を一撃された後に,ナイフでのどもとを一撃された後に,15,2
796,むちゃくちゃな殺し方だが,むちゃくちゃなころしかただが,12,4
797,後始末だけはしっかりしている,愛島つだけはしっかりしている,14,3
798,マスコミにたたかれるんだ,マスコミに戦れるんだ,12,3
799,マスコミ対応の方もばっちりやって,マスコミ対応の方もバッチリやって,16,4
800,じゃそのサイト閲覧者が,じゃそのサイト閲覧者が,11,0
801,そのメールを見られる全ての人間が,そのメUルを見られるすべての人間が,16,3
802,年齢も虐待方法も親父そっくりだ,年齢も逆待方法もおやじそっくりだ,15,4
803,警視庁の大沢絵里子です,警視庁の多さわエリコです,11,6
804,それで一応先生の事件当日の,それで一応先生の事件当日の,13,0
805,その時間はわたし寝ていましたから,その時間は私寝ていましたから,16,3
806,この現場から宮川さんの自宅は,この現場から宮川さんの自宅は,14,0
807,宮川さんは鋭利な刃物で,宮川さんは永利な刃ので,11,2
808,現場に残された靴跡ですが,現場に残された靴後ですが,12,1
809,そんなことあるわけないですよ,そんなことあるわけないですよ,14,0
810,その時間は教授室にいました,その時間は教授室にいました,13,0
811,共有パソコンにカメラ付いてるから,共有パソコンにカメラついてるから,16,1
812,前後の日も含めて終日全部,前後の日も含めて週日全部,12,1
813,ただ捜査を混乱させるだけだから,ただ操作を混乱させるだけだから,15,2
814,だったら最後に一緒にやろうよ,だったら最後に一緒にやろうよ,14,0
