NUM,ROMAJI,EXPECTED,GOT (M),SwiftKey 6.4.8.57 (S),FULL SCORE,M,S
194,tsukamaetemirebawakarundayo。,捕まえてみればわかるんだよ。,使えて見えればワカルんだよ。,捕まえてみればわかるんだよ。,14,7,14
195,mousukoshidetaisetsunashouninwo。,もう少しで大切な証人を。,もう少しで大切な賞にを。,もう少しで大切な承認を。,12,10,10
196,shoushougouin'natokorogaarimashite。,少々強引なところがありまして。,少々ごういんなところがありまして。,少々強引あところがありまして。,15,11,14
197,nanikaijittenaitoochitsukanakute。,何かいじってないと落ち着かなくて。,何か言ってないと落ち着かなくて。,何かいじってないと落ち着かなくて。,17,15,17
198,jidoushahanbaikaishanitsutomeru。,自動車販売会社に勤める。,自動車販売開始に務める。,自動車販売会社につとめる。,12,9,10
199,genbaniarasottakeisekiganakattakotokara。,現場に争った形跡がなかったことから。,現場に空空った形跡がなかったことから。,現場に争った形跡がなかったことから。,18,16,18
200,zuibunhenpinatokorodana。,ずいぶん辺鄙なところだな。,ずいぶん変ななところだな。,随分返品ところだな。,13,11,6
201,uirusuwokakushiteirundakara。,ウイルスを隠しているんだから。,ウイルスを隠しているんだから。,ウイルスを隠しているんだから。,15,15,15
202,nakamawohikitsuretemodottekurukamoyo。,仲間を引き連れて戻ってくるかもよ。,仲間を引きつれて戻ってくるかもよ。,仲間を引き連れて戻ってくるかもよ。,17,16,17
203,hetanashinrisenshikakeyagatte。,下手な心理戦仕掛けやがって。,ヘタな心理センしかけやがって。,下手な心理戦しか花野がって。,14,8,10
204,oretachininanimodekinakusaseru。,俺たちに何も出来なくさせる。,オレたちに何もできなくさせる。,俺たちに何も出来なくさせる。,14,10,14
205,imanotokoromiataranai。,今のところ見当たらない。,今のところ見当たらない。,今のところ見当たらない。,12,12,12
206,son'namonsakkinoaoikuruma。,そんなもんさっきの青い車。,そんなもんさっきのあいくるま。,そんなもんさっきの青い車。,13,9,13
207,oremohayakukidukubekidatta。,俺も早く気づくべきだった。,オレも早く気づくべきだった。,俺も早く気づくべきだった。,13,11,13
208,antagahan'nindattewakaruyouninatteimasu。,あんたが犯人だってわかるようになっています。,あんたが犯人だってわかるようになっています。,あんたが犯人だってわかるようになっています。,22,22,22
209,iiwakehahonbudeyukkurishiro。,言い訳は本部でゆっくりしろ。,言い訳は本部でゆっくり白。,言い訳は本部でゆっくりしろ。,14,12,14
210,anatahawatashitachigaiukotowo。,あなたは私たちが言うことを。,あなたは私たちがいうことを。,貴方は私たちが言うことを。,14,13,11
211,hi-ro-gahan'nin'nosenakani。,ヒーローが犯人の背中に。,ヒーローが半人の背中に。,ヒーローが犯人の背中に。,12,11,12
212,korekarahausodatteomoinasai。,これからは嘘だって思いなさい。,これからは嘘だって思いなさい。,これからは嘘だって思いなさい。,15,15,15
213,sorejaasaigonimouhitotsutanomu。,それじゃあ最後にもうひとつ頼む。,それじゃあ最後にもうひとつ頼むの。,それじゃあ最後にもう一つ頼む。,16,15,14
214,joukuukaragenbanokakuteihadekimasen。,上空から現場の画定はできません。,上空から現場の確定はできません。,上空から原盤かくていはできません。,16,15,10
215,sonogonojoukyouhoukokuonegaishimasu。,その後の状況報告お願いします。,その後の状況報告お願いします。,その後の状況報告お願いします。,15,15,15
216,otagaiganbatteikiteikimashoune。,お互い頑張って生きていきましょうね。,お互い頑張っていきていきましょうね。,お互い頑張って生きていきましょうね。,18,17,18
217,houkokugaokuretesumimasen。,報告が送れてすみません。,報告が遅れて済みません。,報告が遅れてすみません。,12,10,11
218,juuwoubawareutaremashita。,銃を奪われ撃たれました。,銃を奪われたられました。,銃を奪われ打たれました。,12,10,11
219,jibun'noshoutaigabaretanoka。,自分の正体がバレたのか。,自分の正体がバレたのか。,自分の正体がバレたのか。,12,12,12
220,konomamanonagaredekekkouda。,このままの流れで決行だ。,このままの流れで結構だ。,このままの流れで結構だ。,12,10,10
221,takagikunkaniinakattandakedo。,高木君家にいなかったんだけど。,高くんかんにいなかったんだけど。,高木くん家にいなかったんだけど。,15,11,13
222,kochiranohoutomokakuninshitemimasu。,こちらの方とも確認してみます。,こちらの方とも確認してみます。,こちらの方とも確認してみます。,15,15,15
223,harukachankonbyouin'nandesukedo。,遥ちゃん今病院なんですけど。,春かちゃんこ病院なんですけど。,はるかちゃんこん病院なんですけど。,14,11,9
224,oniisan'nokotosugokushinpaishiteite。,お兄さんのことすごく心配していて。,お兄さんのことすごく心配していて。,お兄さんのことすごく心配していて。,17,17,17
225,achikochiniookiiho-suga。,あちこちに大きいホースが。,あちこちに大きいホースが。,あちこちに大きいホースが。,13,13,13
226,imasugukuuchouwozenbutomete。,今すぐ空調を全部止めて。,今すぐ宇宙を全部留めて。,今すぐ空調を全部とめて。,12,9,11
227,kansenshitatokimattawakejanaidarou。,感染したと決まったわけじゃないだろう。,感染したと決まったわけじゃないだろう。,感染したと決まったわけじゃないだろう。,19,19,19
228,taiterowosenmontoshiteirusoshikida。,対テロを専門としている組織だ。,対テロを専門としている仕組だ。,たいテロを専門としているそしきだ。,15,13,10
229,kenkyuushitsunimodorukihaarimasen。,研究室に戻る気はありません。,研究室にモドルキはありません。,研究室に戻る気はありません。,14,10,14
230,yapparikuwaretanohahoushou。,やっぱり食われたのは宝生。,やっぱりく割れたのは宝笑。,やっぱり食われたのは鳳翔。,13,10,11
231,warewarehenowirusuterohashippaida。,我々へのウィルステロは失敗だ。,われわれへのウィルステロは失敗だ。,我々へのウィルスてろはしっぱいだ。,15,11,9
232,zen'inkorosutsumoridattano。,全員殺すつもりだったの。,全員コロスもりだったの。,全員殺すつもりだったの。,12,9,12
233,sugunishutsudounoyouseiwosuru。,すぐに出動の要請をする。,すぐに手動の要請をする。,すぐに出動の妖精をする。,12,11,10
234,atarebakouatsudenryuuganagarete。,当たれば高圧電流が流れて。,あたれば好通戦流が流れて。,当たれば高圧電流がながれて。,13,9,11
235,doushitarakonokuniwosukuerunoka。,どうしたらこの国を救えるのか。,どうしたらこの国を救えるのか。,どうしたらこの国を救えるのか。,15,15,15
236,orenihatadazuttogawaniitehoshii。,俺にはただずっと側にいてほしい。,オレにはたずずっと側にいて欲しい。,俺にはただずっと側にいてほしい。,16,12,16
237,korewotodokenikitekuretano。,これを届けにきてくれたの。,これを届きに来てくれたの。,これを届けに来てくれたの。,13,11,12
238,anataniaitaitteitterunoyo。,あなたに会いたいって言ってるのよ。,あなたに合いたいっていってるのよ。,あなたに会いたいって言ってるのよ。,17,15,17
239,demokoredetsuisekihafukanouyo。,でもこれで追跡は不可能よ。,でもこれで追跡は不可能よ。,でもこれで追跡は不可能よ。,13,13,13
240,aikawarazukimochiiihodojibunhon'i。,相変わらず気持ちいいほど自分本位。,相変わらず気持ちいいほど自分ほん。,相変わらず気持ちいいほど自分本位。,17,15,17
241,kagakusousanadonosenmontekisousade。,科学捜査などの専門的捜査で。,家が草さなどの専門的製差で。,化学操作などの専門てきそうさで。,14,8,6
242,kyouakuhanzainitaioushiteikuchimudesu。,凶悪犯罪に対応していくチムです。,教悪犯罪に対応していく地です。,凶悪はん座員たいおうしていくちむです。,16,13,6
243,anoon'natodoukidasoudesu。,あの女と同期だそうです。,あの女と同期だそうです。,あの女と同期だそうです。,12,12,12
244,soreniatarashiibushonoshippaiha。,それに新しい部署の失敗は。,それに新しい部所の失敗は。,それに新しい部ションしっぱいは。,13,12,6
245,dokonobushokaramoiranaiseieitachiga。,どこの部署からもいらない精鋭たちが。,どこの部所からもいらない成帯たちが。,どこの部署からもいらないせいえいたちが。,18,15,14
246,yougishajaarimasen'yo。,容疑者じゃありませんよ。,容疑者じゃありませんよ。,容疑者じゃありませんよ。,12,12,12
247,bouryokujikenwookoshitemashitene。,暴力事件を起こしてましてね。,暴力事件を起こしてましてね。,暴力事件を起こしてましてね。,14,14,14
248,douzoyoroshikuonegaishimasu。,どうぞよろしくお願いします。,どうぞよろしくお願いします。,どうぞよろしくお願いします。,14,14,14
249,kon'nabushoyarukotonaidesho。,こんな部署やることないでしょ。,こんな部所やることないでしょ。,こんな部署やることないでしょ。,15,14,15
250,mimotofumeinoshoushitaigahakkensareta。,身元不明の焼死体が発見された。,身元不明の消始体が発見された。,身元不明の焼死体がはっけんされた。,15,13,11
251,jouhanshingamarukogedattayoudesu。,上半身が丸焦げだったようです。,上半身が丸こげだったようです。,上半身がまる焦げだったようです。,15,14,13
252,atokataudegaoreteitatoka。,あと片腕が折れていたとか。,あとか手腕が折れていたとか。,あと片腕が俺ていたとか。,13,11,11
253,watashikeijijanaidesukara。,わたし刑事じゃないですから。,私刑事じゃないですから。,私刑事じゃないですから。,14,11,11
254,keisatsutoiedomoneidouhaaruno。,警察といえどもね異動はあるの。,警察といえども異動はあるの。,警察といえどもね移動はあるの。,15,14,14
255,watashiningen'nikyouminainde。,わたし人間に興味ないんで。,私人玄強に興味ないで。,私人間に興味ないんで。,13,7,10
256,katagirisan'nihaoniaidesune。,片桐さんにはお似合いですね。,肩桐さんにはお似合いですね。,片桐さんにはお似合いですね。,14,13,14
257,soutoutebirokuyatteitayoude。,相当手広くやっていたようで。,そうとて袋やっていたようで。,相当手広くやっていたようで。,14,9,14
258,tankashitanaizougafunsaishiteta。,炭化した内臓が粉砕してた。,短下した内蔵が負印してた。,たんかした内臓がふんさいしてた。,13,8,6
259,chakuninhayadeharikitten'nohawakaruga。,着任早で張り切ってんのは分かるが。,着任はやではりキッテンのは分がる。,着任はやで張り切ってんおはわかるが。,17,8,13
260,tettouninoborasetakanouseiga。,鉄塔に登らせた可能性が。,鉄頭にのぼらせた可能性が。,鉄塔に上らせたかのうせいが。,12,9,6
261,jaakonochakushinrirekishirabereba。,じゃあこの着信履歴調べれば。,じゃあこの着心利歴士られば。,じゃあこの着心理れきしらべれば。,14,10,8
262,sorekaratsuidenigenbade。,それからついでに現場で。,それから次いで言葉場で。,それからついでに現場で。,12,9,12
263,sorenison'nayakuhin'nante。,それにそんな薬品なんて。,それにそんな役品なんて。,それにそんな薬品なんて。,12,11,12
264,kindokokatogappeisurutoka。,近どこかと合併するとか。,近度かとが突併するとか。,キンどこかと合併するとか。,12,8,10
265,gyoukaiootenoguroriasuyakuhinto。,業界大手のグロリアス薬品と。,業界大手のグロリアス約人。,業界大手のグロリアスやくひんと。,14,11,10
266,mataterebidehoudousarerutoomoimasu。,またテレビで報道されると思います。,またテレビで報道されると思います。,またテレビで報道されると思います。,17,17,17
267,shoushinarasouhaikanaiwa。,焼死ならそうはいかないわ。,少子ならそうはいかないわ。,称しならそうはいかないわ。,13,11,11
268,watashigakonomedekakuninshiteru。,わたしがこの目で確認してる。,私がこの目で確認してる。,私がこの目で確認してる。,14,11,11
269,shijiwouketeitakotogawakatteru。,指示を受けていたことが分かってる。,指示を受けていたことが分かってる。,指示を受けていた事がわかってる。,17,17,14
270,masatsudebakuhatsusuruyouninatteita。,摩擦で爆発するようになっていた。,まさつで爆発するようになっていた。,摩擦で爆発するようになっていた。,16,13,16
271,tsumariichidokitaranugukotonodekinai。,つまり一度着たら脱ぐことのできない。,つまり一度きたらぬことのできない。,つまり一度きたらんぐことのできない。,18,15,16
272,ichiban'iyanakotosasetawakeka。,一番いやなことさせたわけか。,一番いやなことさせたわけ。,一番嫌なことさせたわけか。,14,13,12
273,amarihyouban'noyokunaiginkoudesu。,あまり評判のよくない銀行です。,あまり評判のよくな議銀です。,あまり評判のよくないぎんこうです。,15,13,11
274,tsuginohankoumosuguniokoruwa。,次の犯行もすぐに起こるわ。,次の犯興もすぐに起こる。,次の犯行もすぐに怒るわ。,13,11,11
275,kaizoushitasutangangamitsukatta。,改造したスタンガンが見つかった。,改像したスタンが見がつかった。,改造したす単眼がみつかった。,16,12,10
276,settosareterukanouseigakiwametetakai。,セットされてる可能性が極めて高い。,セットされてる可能性が極めて高い。,セットされてる可能性が極めてたかい。,17,17,15
277,souiukotodaasonderuhimahanai。,そういうことだ遊んでる暇はない。,そういうことだあそんでルヒはない。,そういうことだ遊んでる暇はない。,16,12,16
278,yaharibakudanhasettosareteruna。,やはり爆弾はセットされてるな。,やはり爆弾はセットされてるな。,やはり爆弾はセットされてるな。,15,15,15
279,jikan'nantekinisuruhitsuyounai。,時間なんて気にする必要ない。,時間なんて気にする必要な。,時間なんて気にする必要ない。,14,13,14
280,kanariseimitsuniyaranaito。,かなり精密にやらないと。,かなり清密にやらないと。,かなり精密にやらないと。,12,11,12
281,hon'nowazukaoomenisuru。,ほんのわずか多めにする。,本のわずか大に染る。,ほんのわず顔お面する。,12,7,8
282,soremonandokayatteminaitowakaranai。,それも何度かやってみないと分からない。,それも何度かやってみないとわからない。,それも何度かやってみないとわからない。,19,18,18
283,tokurasan'niokikishimashita。,戸倉さんにお聞きしました。,寅さんにお聞きしました。,とクラさんにお聞きしました。,13,11,10
284,nanikarananimadeoshieteitadakimashita。,何から何まで教えていただきました。,何から何で負い教えていただきました。,何から何まで教えていただきました。,17,14,17
285,usohazettainiittehanaranai。,嘘は絶対に言ってはならない。,嘘は絶対に行ってはならない。,嘘は絶対に言ってはならない。,14,13,14
286,konbakudanshorihangamukatteimasu。,今爆弾処理班が向かっています。,今爆弾処理がんが向かっています。,こん爆弾処理はんがむかっています。,15,13,10
287,mousukoshimatebayokattandayo。,もう少し待てばよかったんだよ。,もう少しまわてよかったんだよ。,もう少し待てばよかったんだよ。,15,12,15
288,iwaserutamenitsukuttandatte。,言わせるために作ったんだって。,岩せるために作ったんだって。,言わせるために作ったんだって。,15,13,15
289,sorehawatashigayuushuudakaradesu。,それはわたしが優秀だからです。,それは私が優秀だからです。,それは私が優秀だからです。,15,12,12
290,kokohadaremooshietekurenaikarana。,ここは誰も教えてくれないからな。,ここは誰も教えてくれないからな。,ここは誰も教えてくれないからな。,16,16,16
291,anonoppototsukiatteruotoko。,あののっぽと付き合ってる男。,あののっぽと付き合ってる男。,あのノッポと付き合ってる男。,14,14,11
292,genjitsutekinihasoukamoshirenai。,現実的にはそうかもしれない。,現実的にはそうかもしれない。,現実的にはそうかもしれない。,14,14,14
293,demoutenakyakeijijanai。,でも撃てなきゃ刑事じゃない。,でもうてなきゃ事じじゃない。,でも打てなきゃ刑事じゃない。,14,11,13
294,omaenokotoiroirouwasaninatteruzo。,お前のこと色々噂になってるぞ。,お前のこといろいろう差になってるぞ。,お前のこと色々噂になってるぞ。,15,9,15
295,sakkitaitoukudejoshidaiseiga。,さっき台東区で女子大生が。,さっき体統区で女性生盛が。,あっき台東区で女子大せいが。,13,8,10
296,tomonichitorikantoriwookonatteimasuga。,共に地取り鑑取りを行っていますが。,ともに取り管取を行っていますが。,共に一人カントりをおこなっていますが。,17,12,9
297,mondaihakonointa-nettonokeijiban。,問題はこのインターネットの掲示板。,問題はこのインターネットの掲示板。,問題はこのインターネットの掲示板。,17,17,17
298,mataichininshokeishiteyatta。,また一人処刑してやった。,また一人書刑してやった。,また一人処刑してやった。,12,11,12
299,ichininmenoshokeishayoshiokahitomi。,一人目の処刑者よしおかひとみ。,一人目の初刑者しおかき見と。,一人目の処刑者よしおかひとみ。,15,10,15
300,satsujinhanwoeiyuushishiterunda。,殺人犯を英雄視してるんだ。,殺人半を植用してテルンだ。,殺人犯を英雄視してるんだ。,13,6,13
301,kakikominojouhouniyoruto。,書き込みの情報によると。,書き込みの情報によると。,書き込みの情報によると。,12,12,12
302,kyodainadaga-naifuwomochi。,巨大なダガーナイフを持ち。,巨大なダガーナイフを持ち。,巨大なだがーないふをもち。,13,13,7
303,sonoma-kuwogenbanimonokosu。,そのマークを現場にも残す。,そのマークを現場にものコス。,そのマークを現場にも残す。,13,10,13
304,sougousurutokon'nakanjidesu。,総合するとこんな感じです。,総合するとこんな感じです。,総合するとこんな感じです。,13,13,13
305,inta-nettonodemajanai。,インターネットのデマじゃない。,インターネットの出まじゃない。,インターネットのデマじゃない。,15,13,15
306,tomoniganbarouzeossan。,共に頑張ろうぜおっさん。,ともに頑張ろうぜぜっさん。,共に頑張ろうぜおっさん。,12,9,12
307,chottoshirabetehoshiikotogaarundesu。,ちょっと調べてほしいことがあるんです。,ちょっと調べてほしいことがあるんです。,ちょっと調べてほしいことがあるんです。,19,19,19
308,daijiken'nihattensurukamoshirenaindesu。,大事件に発展するかもしれないんです。,大事件に発点するかもしれないんです。,大事件に発展するかもしれないです。,18,17,17
309,yoshiokasanhaosakewononda。,吉岡さんはお酒を飲んだ。,吉岡さんはお酒を飲んだ。,吉岡さんはお酒を飲んだ。,12,12,12
310,beddonowakiniochitakotoniyoru。,ベッドの脇に落ちたことによる。,ベッドの脇に陥ちたことによる。,ベッドの脇に落ちたことによる。,15,14,15
311,genbanibattenma-kutoka。,現場にばってんマークとか。,現場にバッテンマークとか。,現場にばってんマークとか。,13,9,13
312,son'nayatsuoruwakenaiyaro。,そんなやつおるわけないやろ。,そんなやつふるわけないやろ。,そんな奴おるわけないやろ。,14,13,12
313,subetefuri-supe-sunioitearu。,全てフリースペースに置いてある。,すべてフリースペースに置いてある。,全てフリースペースに置いてある。,16,14,16
314,sorezorenoshokatsunirenrakusasete。,それぞれの所轄に連絡させて。,それぞれの初夏に連絡させて。,それぞれの諸葛に連絡させて。,14,12,12
315,onajiningengakakikomishiteruyoudesu。,同じ人間が書き込みしてるようです。,同じ人間がかき込みしてるようです。,同じ人間が書き込みしてるようです。,17,16,17
316,konointa-nettonisankashiteiruzen'inga。,このインターネットに参加している全員が。,このインターネットに参加している全員が。,このインターネットに参加している全員が。,20,20,20
317,demokanojohafukunouekaradatta。,でも彼女は服の上からだった。,でも彼女はふく上からだった。,でも彼女は服の上からだった。,14,12,14
318,kaminantematsuriagerarete。,神なんて祭り上げられて。,紙なんてまつりあげられて。,髪なんて祭りあゲラれて。,12,8,8
319,peraperashabetteitasoudana。,ぺらぺらしゃべっていたそうだな。,ペラペラしゃべっていたそうだな。,ペラペラ喋っていたそうだな。,16,12,9
320,sonokuchinokarusadetaihodekitayo。,その口の軽さで逮捕できたよ。,その口の軽さで逮捕できたよ。,その口の軽さで逮捕できたよ。,14,14,14
321,taihosaretanohatonainisumu。,逮捕されたのは都内に住む。,逮捕されたのは都内に住む。,逮捕されたのは都内に住む。,13,13,13
322,tsukamattayatsuhakaminankajanai。,捕まった奴は神なんかじゃない。,使まった奴は魚なんかじゃない。,捕まった奴は神なんかじゃない。,15,13,15
323,oyagosankarahaganbareba。,親御さんからは頑張れば。,親子さんからが頑張れば。,親御さんからは頑張れば。,12,10,12
324,kizutsukukotomonaindamon'ne。,傷つくこともないんだもんね。,傷つくこともないんだもんね。,傷つくこともないんだもんね。,14,14,14
325,dakarananigaiitaindatte。,だから何が言いたいんだって。,だから何がいいたいんだって。,だから何が言いたいんだって。,14,13,14
326,heinomukouniochitakamisama。,塀の向こうに落ちた神様。,平の向こうに落ちたかみ様。,へいの向こうに落ちた神様。,12,9,10
327,inta-nettohamatsuriyo。,インターネットは祭りよ。,インターネットはまだりよ。,インターネットは祭りよ。,12,10,12
328,madarenrakunotorenakatta。,まだ連絡の取れなかった。,まだ連絡のとれなかった。,まだ連絡の取れなかった。,12,11,12
329,kiryokugaarebanaosarakikendesune。,気力があればなおさら危険ですね。,力力があればなおさら危険ですね。,気力があればなおさら危険ですね。,16,15,16
330,inta-nettonokakikomino。,インターネットの書き込みの。,インターネットの書き込みの。,インターネットの書き込みの。,14,14,14
331,hontounokaibutsuwoundeshimatta。,本当の怪物を生んでしまった。,本当の回物を運んでしまった。,本当の怪物を産んでしまった。,14,12,13
332,omoshirogattadarekaganamaewokakikomu。,面白がった誰かが名前を書き込む。,面白がった誰かが構えをかえきスゴ。,面白がった誰かが名前をかきこむ。,16,10,14
333,sonokitainikotaeyoutosuruhazu。,その期待に応えようとするはず。,その期待に応えようとするはず。,その期待に答えようとするはず。,15,15,14
334,ikkokumohayakutaihoshinakereba。,一刻も早く逮捕しなければ。,一刻も早く逮捕しなければ。,一刻も早くたいほしなければ。,13,13,10
335,sorezorehokanshitsuniitte。,それぞれ保管室に行って。,それぞれ保換室に行って。,それぞれ保管しつに行って。,12,11,10
336,kenjuuwokeikoushiteikuyouni。,拳銃を携行していくように。,拳銃を傾向していくように。,拳銃を傾向していくように。,13,11,11
337,mouchottoiishashintsukainasai。,もうちょっといい写真使いなさい。,もうちょっといい写真使いなさい。,もうちょっといい写真使いなさい。,16,16,16
338,goeisousainhakorekarasenshutsusuru。,護衛捜査員はこれから選出する。,ご衛送サインはこれから選出する。,護衛捜査員はこれからせんしゅつする。,15,10,10
339,ikkokumohayakuhappyoushitairashiikara。,一刻も早く発表したいらしいから。,一刻も早く発表したらいらしいから。,一刻も早く発表したいらしいから。,16,15,16
340,akkenaisaigodeshitane。,あっけない最期でしたね。,アッケない最後でしたね。,呆気ない最後でしたね。,12,8,8
341,konohan'nindakegainta-nettojounokamiwo。,この犯人だけがインターネット上の神を。,この犯人だけがインターネット上の紙。,この犯人だけがインターネットじょうのかみを。,19,17,14
342,tsumaritokkunishinderuitaini。,つまりとっくに死んでる遺体に。,つまりトックに死んでる痛いに。,つまりとっくに死んでるいたいに。,15,10,12
343,imahanakagajippa-ninatteru。,今は中がジッパーになってる。,今は中が実っぱーになってる。,今は仲がジッパーになってる。,14,11,13
344,inta-nettonoo-kushondekatta。,インターネットのオークションで買った。,インターネットのオークションで勝った。,インターネットのオークションで買った。,19,18,19
345,chikakunoho-muresunodansei。,近くのホームレスの男性。,近くのホームレスの男性。,近くのホームレスの男性。,12,12,12
346,matanomikaishitekudasaine。,また飲み会してくださいね。,また飲み開始てくださいね。,また飲み会してくださいね。,13,11,13
347,hayouiekaettefurohaitte。,早う家帰って風呂入って。,はよう家え帰ってふろうって。,はよう家帰って風呂入って。,12,6,10
348,demohiroshinookagedetasukatta。,でも浩のおかげで助かった。,でも広の親かげでたかった。,でもひろしのおかげで助かった。,13,10,10
349,kondohaasamadetsukiatteyo。,今度は朝まで付き合ってよ。,今度は朝まで続き合ってよ。,今度は朝まで付き合ってよ。,13,12,13
350,kittoningentomitenaiyo。,きっと人間と見てないよ。,キット人間と見てないよ。,きっと人間と見てないよ。,12,9,12
351,taihenmoushiwakearimasendeshita。,大変申し訳ありませんでした。,大変申し訳ありませんでした。,大変申し訳ありませんでした。,14,14,14
352,onajizasshinodokushamoderuga。,同じ雑誌の読者モデルが。,同じ雑誌の読者者モデルが。,同じ雑誌の読者モデルが。,12,11,12
353,madahan'nin'notegakarihatsukameteinai。,まだ犯人の手掛かりはつかめていない。,まだ犯人の手がかりはつかめていない。,まだ犯人の手掛かりは掴めていない。,18,17,16
354,sukoshihanaretearukimasukara。,少し離れて歩きますから。,少し離れてある気ますから。,少し離れて歩きますから。,12,9,12
355,kyouhaarigatougozaimashita。,今日はありがとうございました。,今日はありがとうございました。,今日はありがとうございました。,15,15,15
356,zehimatajikaimoyondekudasai。,ぜひまた次回も呼んでください。,ぜひまた次回も読んでください。,ぜひまた次回も読んでください。,15,14,14
357,tadakouittake-sunobaai。,ただこういったケースの場合。,ただこういったケースの場合。,忠興行ったケースのばあい。,14,14,6
358,yukkuriochitsuitekaranohouga。,ゆっくり落ち着いてからの方が。,ゆっくりおち着いてからのほうが。,ゆっくり落ち着いてからの方が。,15,12,15
359,burandonoshinsakuhappyoukainokaerimichi。,ブランドの新作発表会の帰り道。,ブランドの新作発表会の帰り地。,ブランドの新作発表会のかえりみち。,15,14,11
360,amarishaberitagaranai。,あまりしゃべりたがらない。,あまりしゃべりがたらない。,あまり喋りたがらない。,13,11,10
361,hanashiwoshitakunaihitomoiruno。,話をしたくない人もいるの。,話をしたくない人もいるのか。,話をしたくない人もいるの。,13,12,13
362,higaishahafukakukizutsuiteru。,被害者は深く傷ついてる。,被害者は深く傷っている。,被害者は深く傷ついてる。,12,9,12
363,watashihiguchisan'nikirawaretamitaidesu。,わたし樋口さんに嫌われたみたいです。,私ひ口さんに切られた未来たいです。,私樋口さんに嫌われたみたいです。,18,10,15
364,dokushamoderutohaittemo。,読者モデルとはいっても。,読者モデルとはいっても。,読者モデルとは言っても。,12,12,11
365,chokusetsuhaitteitasoudesu。,直接入っていたそうです。,直接はいっていたそうです。,直接は言っていたそうです。,12,10,10
366,kakuseizaidetaihorekimoaru。,覚せい剤で逮捕歴もある。,各製罪で逮捕歴もある。,覚せい剤で逮捕れきもある。,12,8,10
367,teijidakarakaetteiiwa。,定時だから帰っていいわ。,定時だから帰って言いわ。,定時だから帰っていいわ。,12,11,12
368,keimushokaradashitahagakiyafuutouniha。,刑務所から出したはがきや封筒には。,刑務所から出しは輝き花風に派。,刑務所からだしたはがきやふうとうには。,17,11,12
369,jiken'nogaiyougamietekimashita。,事件の概要が見えてきました。,事件の概要が見えてきました。,事件のがいようが見えてきました。,14,14,10
370,korehiguchisankaramorattanda。,これ樋口さんからもらったんだ。,これひ口さんからもらったんだ。,これ樋口さんからもらったんだ。,15,14,15
371,mottoiroiromorattekoyou。,もっと色々もらってこよう。,もっといろいもらってこよう。,もっと色々もらってこよう。,13,10,13
372,tabundokokadeteashiwoshibarare。,たぶんどこかで手足を縛られ。,たぶんどこかで手足を絞られ。,多分どこかで手足を縛られ。,14,13,11
373,korehakizutsuketemokamawanaitoiu。,これは傷つけても構わないという。,これは傷をつけても構わないという。,これは傷つけても構わないと言う。,16,15,15
374,naifuwooshitsukerareteita。,ナイフを押し付けられていた。,ナイフを押しつけられていた。,ナイフを押し付けられていた。,14,13,14
375,hiratedenagurareterukarakizumoasai。,平手で殴られてるから傷も浅い。,ひら手で殴られてるから傷もあさい。,平手で殴られてるからきずもあさい。,15,11,11
376,mikamitohaonajichuugakunosenpaikouhaide。,三上とは同じ中学の先輩後輩で。,三上と同じく中学の先輩は位で。,三上とは同じ中学のせんぱいこうはいで。,15,11,7
377,mikaminohataraiteruba-niyobitsukerarete。,三上の働いてるバーに呼びつけられて。,三上の働いてるバーによってきられて。,みかみの働いてるバーンよびつけられて。,18,14,13
378,sukoshihanashigakikitaindesuga。,少し話が聞きたいんですが。,少し話が聞きたいんですが。,少し話が聞きたいんですが。,13,13,13
379,maachottosokodeochademonominagara。,まあちょっとそこでお茶でも飲みながら。,まあちょっとそこでお茶でも飲みながら。,まあちょっとそこでお茶でものみながら。,19,19,18
380,koppunitsuitadaekikara。,コップに付いた唾液から。,コップについただ駅から。,コップについただ液化ら。,12,9,9
381,hen'nakotoshabettendattara。,変なことしゃべってんだったら。,へんなことしゃべ点だったら。,変なこと喋ってんだったら。,15,10,12
382,han'nintomitemachigainaina。,犯人とみて間違いないな。,犯人と見て間違いないな。,犯人と見て間違いないな。,12,11,11
383,purinta-deshutsuryokushitamojidesu。,プリンターで出力した文字です。,プリンターで出力したモジです。,プリンターで出力したもじです。,15,13,13
384,purinta-nome-ka-gaonajidato。,プリンターのメーカーが同じだと。,プリンターのメーカーが同じだと。,プリンターのメーカーが同じだと。,16,16,16
385,jitaidehakubetsugatsukanai。,字体では区別がつかない。,時代では別がつかない。,自体では区別がつかない。,12,9,11
386,yukarisan'nokazokukouseikarashusshinchi。,ゆかりさんの家族構成から出身地。,ゆかりさんの学校高家から出身。,ゆかりさんの家族構成から出身ち。,16,11,15
387,byouindekaiwashitakotozenbukaitearunda。,病院で会話したこと全部書いてあるんだ。,病院で回話したこと全部開けているだ。,病院で会話したこと全部書いてあるんだ。,19,14,19
388,onajiginkounikouzatsukucchaou。,同じ銀行に口座作っちゃおう。,同じ銀行に交座つくっちゃおう。,同じ銀行に交雑くっちゃおう。,14,11,11
389,han'nin'nokoetonioiwokakuninshitemorau。,犯人の声とにおいを確認してもらう。,犯人の声とに追加を確認してもらう。,犯人の声と匂いをかくにんしてもらう。,17,15,11
390,osowaretaradonaisurutsumorija。,襲われたらどないするつもりじゃ。,襲われたらどないするつもりじゃ。,襲われたらどナイスるつもりじゃ。,16,16,13
