NUM,ROMAJI,EXPECTED
395,homuresunojikenwoarainaoshite。,ホムレスの事件を洗い直して。
396,jibun'nogijutsuryokuwokojishitaitameni。,自分の技術力を誇示したいために。
397,uchidehatsukutteorimasenshi。,うちでは作っておりませんし。
398,sorenison'nayakuhin'nante。,それにそんな薬品なんて。
399,zuibuntoyaritenohounandesuyone。,ずいぶんとやり手の方なんですよね。
400,kindokokatogappeisurutoka。,近どこかと合併するとか。
401,gyoukaiootenoguroriasuyakuhinto。,業界大手のグロリアス薬品と。
402,mataterebidehoudousarerutoomoimasu。,またテレビで報道されると思います。
403,kiitakotoarimasen'ne。,聞いたことありませんね。
404,arigatougozaimashita。,ありがとうございました。
405,chottoshirabetehoshiikotoan'nenkedo。,ちょっと調べてほしいことあんねんけど。
406,angaitebiroishoubaiyatton'na。,案外手広い商売やっとんな。
407,konaidatottabideoto。,こないだ撮ったビデオと。
408,homuresusatsujinchikakunokanshikamerawo。,ホムレス殺人近くの監視カメラを。
409,yajiumanonakanionajikaoganaikane。,やじ馬の中に同じ顔がないかね。
410,bakudanhan'narateromokutekiigaiha。,爆弾犯ならテロ目的以外は。
411,bakudangakeikakudoorinibakuhatsushitaka。,爆弾が計画どおりに爆発したか。
412,touyuyagasorinwokabuttara。,灯油やガソリンをかぶったら。
413,jouhanshindakeyakerunantearienai。,上半身だけ焼けるなんてあり得ない。
414,shoushinarasouhaikanaiwa。,焼死ならそうはいかないわ。
415,kanarinoseidodekojinwotokuteidekiru。,かなりの精度で個人を特定できる。
416,yaranaitotaimahatomenai。,やらないとタイマは止めない。
417,goukonsettingushitekure。,合コンセッティングしてくれ。
418,watashigakonomedekakuninshiteru。,わたしがこの目で確認してる。
419,sorenichokuzen'nomokugekijouhoukara。,それに直前の目撃情報から。
420,shijiwouketeitakotogawakatteru。,指示を受けていたことが分かってる。
421,besutonibakudangashikondeatta。,ベストに爆弾が仕込んであった。
422,masatsudebakuhatsusuruyouninatteita。,摩擦で爆発するようになっていた。
423,tsumariichidokitaranugukotonodekinai。,つまり一度着たら脱ぐことのできない。
424,konobesutotoonajisen'igahakkensaretawa。,このベストと同じ繊維が発見されたわ。
425,jibun'noginkounioshiireru。,自分の銀行に押し入れる。
426,ichiban'iyanakotosasetawakeka。,一番いやなことさせたわけか。
427,amarihyouban'noyokunaiginkoudesu。,あまり評判のよくない銀行です。
428,kon'yuushisakinorisutowoarattemasu。,今融資先のリストを洗ってます。
429,tsuginohankoumosuguniokoruwa。,次の犯行もすぐに起こるわ。
430,shigesankaramorattandatte。,シゲさんからもらったんだって。
431,kocchihashikingurihatan'youchuui。,こっちは資金繰り破綻要注意。
432,katakusousakunoreijougadeteru。,家宅捜索の令状が出てる。
433,mousuguomaenokoujoutojitakude。,もうすぐお前の工場と自宅で。
434,dakarakocchidemonin'idoukoushitanda。,だからこっちでも任意同行したんだ。
435,torishirabehaonodakun'nimakaseta。,取り調べは小野田君に任せた。
436,uchigatsukamattandesuyo。,うちがつかまったんですよ。
437,kaizoushitasutangangamitsukatta。,改造したスタンガンが見つかった。
438,settosareterukanouseigakiwametetakai。,セットされてる可能性が極めて高い。
439,jitakukarakon'namonomomitsukatta。,自宅からこんな物も見つかった。
440,yatsumoharawokukutteiru。,やつも腹をくくっている。
441,souiukotodaasonderuhimahanai。,そういうことだ遊んでる暇はない。
442,norarikuraritokawashitemasu。,のらりくらりとかわしてます。
443,yaharibakudanhasettosareteruna。,やはり爆弾はセットされてるな。
444,sudenibakudanshorihangamukatteru。,すでに爆弾処理班が向かってる。
445,shichiyaninagashiteshimattene。,質屋に流してしまってね。
446,jikan'nantekinisuruhitsuyounai。,時間なんて気にする必要ない。
447,omaehaisshoukokokaraderarenai。,お前は一生ここから出られない。
448,koresousanotochuudemitsukattayatsudesu。,これ捜査の途中で見つかったやつです。
449,gyakunipuraidowoheshioreba。,逆にプライドをへし折れば。
450,son'namonohainta-nettodeshiraberya。,そんなものはインターネットで調べりゃ。
451,kanariseimitsuniyaranaito。,かなり精密にやらないと。
452,hon'nowazukaoomenisuru。,ほんのわずか多めにする。
453,soremonandokayatteminaitowakaranai。,それも何度かやってみないと分からない。
454,karenopuraidowouchikudakeruka。,彼のプライドを打ち砕けるか。
455,tokurasan'niokikishimashita。,戸倉さんにお聞きしました。
456,onajidaigakudattandesuttenexe。,同じ大学だったんですってねぇ。
457,nanikarananimadeoshieteitadakimashita。,何から何まで教えていただきました。
458,shoukamenpunobesutowokisase。,硝化綿布のベストを着させ。
459,karenotekigaishin'nihigatsukidashiteru。,彼の敵愾心に火が付きだしてる。
460,bakudanshorihankaranodenwadesuga。,爆弾処理班からの電話ですが。
461,koroshitatsumorinoginkouin'nokojimasan。,殺したつもりの銀行員の小島さん。
462,jinzoumoharetsushitemashitaga。,腎臓も破裂してましたが。
463,usohazettainiittehanaranai。,嘘は絶対に言ってはならない。
464,anatagabakudanwoshikaketatokoronimo。,あなたが爆弾を仕掛けた所にも。
465,konbakudanshorihangamukatteimasu。,今爆弾処理班が向かっています。
466,dagashosen'on'nanoasadiedane。,だがしょせん女の浅知恵だね。
467,bakuhatsugaarishachougashindato。,爆発があり社長が死んだと。
468,wagashanotsumazukinohajimarida。,わが社のつまずきの始まりだ。
469,mottomokirauhouhoudekoroshiteyattanda。,最も嫌う方法で殺してやったんだ。
470,koredewatashimoanshinshiteshineru。,これでわたしも安心して死ねる。
471,orenshonikurunogachottohayakattandayo。,俺ん所に来るのがちょっと早かったんだよ。
472,mousukoshimatebayokattandayo。,もう少し待てばよかったんだよ。
473,soshitaraoregaanoon'nagashinunowo。,そしたら俺があの女が死ぬのを。
474,ekitaichissowokaketemodamenanda。,液体窒素を掛けても駄目なんだ。
475,imakarabakudanshorihangakaijosuru。,今から爆弾処理班が解除する。
476,koujounotousan'nikakawattaningendatoha。,工場の倒産にかかわった人間だとは。
477,ninzuugaoosugiteshiborikomenakatta。,人数が多過ぎて絞り込めなかった。
478,imanohikarikyoukagakunonoguchisan。,今の光協化学の野口さん。
479,kigatsukanakattamitaine。,気が付かなかったみたいね。
480,iwaserutamenitsukuttandatte。,言わせるために作ったんだって。
481,shorihanhakochirademodashita。,処理班はこちらでも出した。
482,soredakehadoushitemowakaranakatta。,それだけはどうしても分からなかった。
483,soredenagaishibaiwouttawake。,それで長い芝居を打ったわけ。
484,torishirabemo、memowootoshitanomozenbu。,取り調べも、メモを落としたのも全部。
485,taihoshitanohamotonogakikougyoushachou。,逮捕したのは元野垣工業社長。
486,sorekarayatasanjikan'nookagede。,それから屋田参事官のおかげで。
487,arigatougozaimashita。,ありがとうございました。
488,nippon'niidurakunattadakedesukara。,日本にいづらくなっただけですから。
489,sorehawatashigayuushuudakaradesu。,それはわたしが優秀だからです。
490,gappeikishakaiken'ninozomimashita。,合併記者会見に臨みました。
491,ie、madayouryouwoenakute。,いえ、まだ要領を得なくて。
492,kokohadaremooshietekurenaikarana。,ここは誰も教えてくれないからな。
493,keisatsukanryouwosutetandayo。,警察官僚を捨てたんだよ。
494,watashikeijijanaidesukara。,わたし刑事じゃないですから。
495,mukashitsukiattetakoregagen'inde。,昔付き合ってたこれが原因で。
496,anonoppototsukiatteruotoko。,あののっぽと付き合ってる男。
497,hanasunohashinraidekirujoushidake。,話すのは信頼できる上司だけ。
498,maasoregairebanohanashidesuga。,まあそれがいればの話ですが。
499,shagekikunren'ikanakyadamedesho。,射撃訓練行かなきゃ駄目でしょ。
500,genjitsutekinihasoukamoshirenai。,現実的にはそうかもしれない。
501,demoutenakyakeijijanai。,でも撃てなきゃ刑事じゃない。
502,omaenokotoiroirouwasaninatteruzo。,お前のこと色々噂になってるぞ。
503,oregakenryokuwotsukattetocchimeteyaru。,俺が権力を使ってとっちめてやる。
504,sakkitaitoukudejoshidaiseiga。,さっき台東区で女子大生が。
505,toshokan'niikutoitteiewodetatochuu。,図書館に行くといって家を出た途中。
506,tomonichitorikantoriwookonatteimasuga。,共に地取り鑑取りを行っていますが。
507,mondaihakonointa-nettonokeijiban。,問題はこのインターネットの掲示板。
508,mataichininshokeishiteyatta。,また一人処刑してやった。
509,koredakejaarimasen。,これだけじゃありません。
510,ichininmenoshokeishayoshiokahitomi。,一人目の処刑者よしおかひとみ。
511,minatoshoingagenbanikaketsuke。,港署員が現場に駆け付け。
512,satsujinhanwoeiyuushishiterunda。,殺人犯を英雄視してるんだ。
513,heisasaretayononakanoanchihi-ro-ninaru。,閉鎖された世の中のアンチヒーローになる。
514,amerikademorekishitekinasatsujin'oniha。,アメリカでも歴史的な殺人鬼は。
515,kakikominojouhouniyoruto。,書き込みの情報によると。
516,kyodainadaga-naifuwomochi。,巨大なダガーナイフを持ち。
517,sonoma-kuwogenbanimonokosu。,そのマークを現場にも残す。
518,sougousurutokon'nakanjidesu。,総合するとこんな感じです。
519,inta-nettonodemajanai。,インターネットのデマじゃない。
520,seikakunishinzouwoichitsukishitemasu。,正確に心臓を一突きしてます。
521,kyoukotsugaarushihonewokantsuusaseruka。,胸骨があるし骨を貫通させるか。
522,tomoniganbarouzeossan。,共に頑張ろうぜおっさん。
523,chottoshirabetehoshiikotogaarundesu。,ちょっと調べてほしいことがあるんです。
524,daijiken'nihattensurukamoshirenaindesu。,大事件に発展するかもしれないんです。
525,chottoshitakotodeichiichimuttosuruno。,ちょっとしたことでいちいちむっとするの。
526,higaishanokizunotakasatomohoboicchisuru。,被害者の傷の高さともほぼ一致する。
527,yoshiokasanhaosakewononda。,吉岡さんはお酒を飲んだ。
528,beddonowakiniochitakotoniyoru。,ベッドの脇に落ちたことによる。
529,pojishonaruasufaikushia。,ポジショナルアスファイクシア。
530,genbanibattenma-kutoka。,現場にばってんマークとか。
531,son'nayatsuoruwakenaiyaro。,そんなやつおるわけないやろ。
532,subetefuri-supe-sunioitearu。,全てフリースペースに置いてある。
533,soreyorikorewomitekudasai。,それよりこれを見てください。
534,sorezorenoshokatsunirenrakusasete。,それぞれの所轄に連絡させて。
535,onajiningengakakikomishiteruyoudesu。,同じ人間が書き込みしてるようです。
536,konointa-nettonisankashiteiruzen'inga。,このインターネットに参加している全員が。
537,jisatsushahakakujitsunisasouto。,自殺者は確実に刺そうと。
538,demokanojohafukunouekaradatta。,でも彼女は服の上からだった。
539,kaibounitenareteruudegaattara。,解剖に手慣れてる腕があったら。
540,houchounoewokabenioshitsuke。,包丁の柄を壁に押し付け。
541,zenbusatsujin'yanakattacchuukocchana。,全部殺人やなかったっちゅうこっちゃな。
542,onodahangajikotodanteishita。,小野田班が事故と断定した。
543,sorewointa-nettoniappushiteita。,それをインターネットにアップしていた。
544,joseigahenshishitatonotsuuhouwotouchou。,女性が変死したとの通報を盗聴。
545,shitaiwosatsueishiinta-nettonikeisai。,死体を撮影しインターネットに掲載。
546,shikamokorerahaakarasamanajikodehanaku。,しかもこれらはあからさまな事故ではなく。
547,kaminantematsuriagerarete。,神なんて祭り上げられて。
548,peraperashabetteitasoudana。,ぺらぺらしゃべっていたそうだな。
549,sonokuchinokarusadetaihodekitayo。,その口の軽さで逮捕できたよ。
550,kakikondeitaotokogataihosaremashita。,書き込んでいた男が逮捕されました。
551,taihosaretanohatonainisumu。,逮捕されたのは都内に住む。
552,tsukamattayatsuhakaminankajanai。,捕まった奴は神なんかじゃない。
553,oyagosankarahaganbareba。,親御さんからは頑張れば。
554,kizutsukukotomonaindamon'ne。,傷つくこともないんだもんね。
555,dakarananigaiitaindatte。,だから何が言いたいんだって。
556,heinomukouniochitakamisama。,塀の向こうに落ちた神様。
557,inta-nettohamatsuriyo。,インターネットは祭りよ。
558,madarenrakunotorenakatta。,まだ連絡の取れなかった。
559,koreganemotojunsan'nomanshon'no。,これが根本純さんのマンションの。
560,kiryokugaarebanaosarakikendesune。,気力があればなおさら危険ですね。
561,inta-nettonokakikomino。,インターネットの書き込みの。
562,hontounokaibutsuwoundeshimatta。,本当の怪物を生んでしまった。
563,omoshirogattadarekaganamaewokakikomu。,面白がった誰かが名前を書き込む。
564,imanotokoroshinhan'nintaihoni。,今のところ真犯人逮捕に。
565,sorewokitaisurushuuinokoemokakikomeba。,それを期待する周囲の声も書き込めば。
566,sonokitainikotaeyoutosuruhazu。,その期待に応えようとするはず。
567,ikkokumohayakutaihoshinakereba。,一刻も早く逮捕しなければ。
568,sorezorehokanshitsuniitte。,それぞれ保管室に行って。
569,kenjuuwokeikoushiteikuyouni。,拳銃を携行していくように。
570,mouchottoiishashintsukainasai。,もうちょっといい写真使いなさい。
571,musenhahokanomusentoshuuhasuuwokae。,無線はほかの無線と周波数を変え。
572,goeisousainhakorekarasenshutsusuru。,護衛捜査員はこれから選出する。
573,hosokutaiseikakuritsugoapa-tonaino。,捕捉態勢確立後アパート内の。
574,hokanohan'nosashizuhaukemasen。,ほかの班の指図は受けません。
575,ikkokumohayakuhappyoushitairashiikara。,一刻も早く発表したいらしいから。
576,akkenaisaigodeshitane。,あっけない最期でしたね。
577,konohan'nindakegainta-nettojounokamiwo。,この犯人だけがインターネット上の神を。
578,inta-nettoniusowokakikonda。,インターネットに嘘を書き込んだ。
579,subetenoningengakonohanzaiwookashita。,全ての人間がこの犯罪を犯した。
580,konkansatsuigakoyanoitaiwoshirabetara。,今監察医が小屋の遺体を調べたら。
581,tsumaritokkunishinderuitaini。,つまりとっくに死んでる遺体に。
582,koyadeshindanohahan'ninjanai。,小屋で死んだのは犯人じゃない。
583,nanjiwoakukarakiyomesukuidasou。,汝を悪から清め救い出そう。
584,imahanakagajippa-ninatteru。,今は中がジッパーになってる。
585,inta-nettonoo-kushondekatta。,インターネットのオークションで買った。
586,chikakunoho-muresunodansei。,近くのホームレスの男性。
587,jibunganashitogerarenakattamonoheno。,自分が成し遂げられなかったものへの。
588,matanomikaishitekudasaine。,また飲み会してくださいね。
589,hajimetenotaihodeukareterunjanai。,初めての逮捕で浮かれてるんじゃない。
590,hayouiekaettefurohaitte。,早う家帰って風呂入って。
591,demohiroshinookagedetasukatta。,でも浩のおかげで助かった。
592,kondohaasamadetsukiatteyo。,今度は朝まで付き合ってよ。
593,kittoharan'nakahaikasumiyorikuroiyo。,きっと腹ん中はいか墨より黒いよ。
594,kittoningentomitenaiyo。,きっと人間と見てないよ。
595,aaiubijinhaoremitainaiiotokoha。,ああいう美人は俺みたいないい男は。
596,watashikosekijouon'nadesukara。,わたし戸籍上女ですから。
597,taihenmoushiwakearimasendeshita。,大変申し訳ありませんでした。
598,yappariaaiunogaiindayone。,やっぱりああいうのがいいんだよね。
599,onajizasshinodokushamoderuga。,同じ雑誌の読者モデルが。
600,madahan'nin'notegakarihatsukameteinai。,まだ犯人の手掛かりはつかめていない。
601,sukoshihanaretearukimasukara。,少し離れて歩きますから。
602,kyouhaarigatougozaimashita。,今日はありがとうございました。
603,zehimatajikaimoyondekudasai。,ぜひまた次回も呼んでください。
604,tadakouittake-sunobaai。,ただこういったケースの場合。
605,yukkuriochitsuitekaranohouga。,ゆっくり落ち着いてからの方が。
606,burandonoshinsakuhappyoukainokaerimichi。,ブランドの新作発表会の帰り道。
607,amarishaberitagaranai。,あまりしゃべりたがらない。
608,higuchisangadekirebatantounokeijiwo。,樋口さんができれば担当の刑事を。
609,hanashiwoshitakunaihitomoiruno。,話をしたくない人もいるの。
610,higaishahafukakukizutsuiteru。,被害者は深く傷ついてる。
611,watashihiguchisan'nikirawaretamitaidesu。,わたし樋口さんに嫌われたみたいです。
612,chottona-basuninatterudakeyo。,ちょっとナーバスになってるだけよ。
613,dokushamoderutohaittemo。,読者モデルとはいっても。
614,shanpantokatenimotte。,シャンパンとか手に持って。
615,chokusetsuhaitteitasoudesu。,直接入っていたそうです。
616,moderutachigayokukayotteitaba-no。,モデルたちがよく通っていたバーの。
617,kakuseizaidetaihorekimoaru。,覚せい剤で逮捕歴もある。
618,toriaezukonootokonomanshon'niittemiruka。,取りあえずこの男のマンションに行ってみるか。
619,teijidakarakaetteiiwa。,定時だから帰っていいわ。
620,mougo-ruden'ui-kudazo。,もうゴールデンウイークだぞ。
621,keimushokaradashitahagakiyafuutouniha。,刑務所から出したはがきや封筒には。
622,sakuranoma-kugatsuiten'no。,桜のマークが付いてんの。
623,jiken'nogaiyougamietekimashita。,事件の概要が見えてきました。
624,korehiguchisankaramorattanda。,これ樋口さんからもらったんだ。
625,mottoiroiromorattekoyou。,もっと色々もらってこよう。
626,tabundokokadeteashiwoshibarare。,たぶんどこかで手足を縛られ。
627,korehakizutsuketemokamawanaitoiu。,これは傷つけても構わないという。
628,naifuwooshitsukerareteita。,ナイフを押し付けられていた。
629,hiratedenagurareterukarakizumoasai。,平手で殴られてるから傷も浅い。
630,moshikuhahoshougatanibunruisareru。,もしくは補償型に分類される。
631,hitowokorosunomoitowanainingen'yo。,人を殺すのもいとわない人間よ。
632,mikamitohaonajichuugakunosenpaikouhaide。,三上とは同じ中学の先輩後輩で。
633,mikaminohataraiteruba-niyobitsukerarete。,三上の働いてるバーに呼びつけられて。
634,tsuikonaidamokinjonobideoyade。,ついこないだも近所のビデオ屋で。
635,sukoshihanashigakikitaindesuga。,少し話が聞きたいんですが。
636,nin'idattaraikimasenkedo。,任意だったら行きませんけど。
637,maachottosokodeochademonominagara。,まあちょっとそこでお茶でも飲みながら。
638,koppunitsuitadaekikara。,コップに付いた唾液から。
639,hen'nakotoshabettendattara。,変なことしゃべってんだったら。
640,han'nintomitemachigainaina。,犯人とみて間違いないな。
641,soshitekoregasanjounotsukatteita。,そしてこれが三上の使っていた。
642,purinta-deshutsuryokushitamojidesu。,プリンターで出力した文字です。
643,purinta-nome-ka-gaonajidato。,プリンターのメーカーが同じだと。
644,jitaidehakubetsugatsukanai。,字体では区別がつかない。
645,inkunihaganryougatatosenryougatagaatte。,インクには顔料型と染料型があって。
646,senryougatanoinkunonakaniha。,染料型のインクの中には。
647,toiukotohakyouhakujoutoishohasanjouga。,ということは脅迫状と遺書は三上が。
648,tsukatteitapurinta-kara。,使っていたプリンターから。
649,kanedamokounyuushiteimashita。,金田も購入していました。
650,korebokutohiguchisan'noainokirokunanda。,これ僕と樋口さんの愛の記録なんだ。
651,yukarisan'nokazokukouseikarashusshinchi。,ゆかりさんの家族構成から出身地。
652,byouindekaiwashitakotozenbukaitearunda。,病院で会話したこと全部書いてあるんだ。
653,onajiginkounikouzatsukucchaou。,同じ銀行に口座作っちゃおう。
654,orenotachibajawakatterukedo。,俺の立場じゃ分かってるけど。
655,han'nin'nokoetonioiwokakuninshitemorau。,犯人の声とにおいを確認してもらう。
656,chouhatsutekinataidowotoruningendesuyo。,挑発的な態度を取る人間ですよ。
657,osowaretaradonaisurutsumorija。,襲われたらどないするつもりじゃ。
658,dattarahiguchisan'nitanomuwa。,だったら樋口さんに頼むわ。
659,jibun'nojissekinotamedarouu。,自分の実績のためだろうう。
660,on'nanotekihayurushitakunaindesu。,女の敵は許したくないんです。
661,kanedahamainichikimattajikan'ni。,金田は毎日決まった時間に。
662,keishichounokatagiritomoushimasuga。,警視庁の片桐と申しますが。
663,dakarazen'in'yatteyaroutoomotte。,だから全員やってやろうと思って。
664,jachottoangurukaemasune。,じゃちょっとアングル変えますね。
665,katakusousakunoreijoumotorimashita。,家宅捜索の令状も取りました。
666,konsousaingaokonatteimasu。,今捜査員が行っています。
667,kanarazushoukohadetekuruhazudesu。,必ず証拠は出てくるはずです。
668,anatahamoderunakamanosatousan。,あなたはモデル仲間の佐藤さん。
669,sokodeba-deshiriattasanjouni。,そこでバーで知り合った三上に。
670,ippoutekinianataniaijouwomuketeita。,一方的にあなたに愛情を向けていた。
671,watashidattehigaishanandesuyo。,わたしだって被害者なんですよ。
672,souanatahawazatohigaishaninatta。,そうあなたはわざと被害者になった。
673,ushirokarakikengaotozurerutoha。,後ろから危険が訪れるとは。
674,anatahatameikiwotsuita。,あなたはため息をついた。
675,han'ningataihosaretandakaratouzendesho。,犯人が逮捕されたんだから当然でしょ。
676,aitegamenomaeniiruuchiha。,相手が目の前にいるうちは。
677,dakaraanatanoshimon、kuchibirumon。,だからあなたの指紋、唇紋。
678,nakanakashoukogaagaranakatta。,なかなか証拠が挙がらなかった。
679,sanjougashindahaikoujounimo。,三上が死んだ廃工場にも。
680,kanedawokanshisurutamenine。,金田を監視するためにね。
681,naninimomitsukaranakatta。,何にも見つからなかった。
682,ikuradaijinashigotonotametohaie。,いくら大事な仕事のためとはいえ。
683,dakarawatashinobukagahaikoujounosotowo。,だからわたしの部下が廃工場の外を。
684,izureniseyokatakusousakusureba。,いずれにせよ家宅捜索すれば。
685,hokanimoshoukohadetekuruhazu。,ほかにも証拠は出てくるはず。
686,yumenimoomotteinakattahazudakara。,夢にも思っていなかったはずだから。
687,zenbuzaikabuttekuretanoni。,全部罪かぶってくれたのに。
688,fukkatsudekirutokodattanonina。,復活できるとこだったのにな。
689,yapparichokkanhatadashikattawa。,やっぱり直感は正しかったわ。
690,saishonimitatokikaraantakiraidatta。,最初に見たときからあんた嫌いだった。
691,arakajimenyuuinsurutsumorijanaito。,あらかじめ入院するつもりじゃないと。
692,an'nanomotanaidesho。,あんなの持たないでしょ。
693,hiretsunahanzaishanotekigawatashinano。,卑劣な犯罪者の敵がわたしなの。
694,keishichounikitemoraukara。,警視庁に来てもらうから。
695,masukomiippaikurundesho。,マスコミいっぱい来るんでしょ。
696,bokuhanekaminoooiotokotobijinha。,僕はね髪の多い男と美人は。
697,kiminiarehanekonchuuwomirumedayo。,君にあれはね昆虫を見る目だよ。
698,aruimikakkoyokattadesuyo。,ある意味カッコ良かったですよ。
699,doujousurunaramoukonwokure。,同情するなら毛根をくれ。
700,nanikakandukarerunjanaikatte。,何か感づかれるんじゃないかって。
701,higuchiyukariwoneratterukoto。,樋口ゆかりを狙ってること。
702,jibun'nokangaewozenbuhaiwanai。,自分の考えを全部は言わない。
703,omaenomotojoushinoreikochanmo。,お前の元上司の玲子ちゃんも。
704,hontouhashinjitsuniagetakattandayo。,本当は真実にあげたかったんだよ。
705,yapparichantokangaeterundaanatamo。,やっぱりちゃんと考えてるんだあなたも。
706,hontouniosewaninarimashita。,本当にお世話になりました。
707,api-rusuruneraimoaru。,アピールする狙いもある。
708,atodekanarazutatakukiyo。,あとでかならず叩く気よ。
709,watashimohajimetenotokinihasouomotta。,私も初めてのときにはそう思った。
710,demoanatahayarebadekiru。,でもあなたはやれば出来る。
711,anatanoushironihawatashitachigairu。,あなたの後ろには私達がいる。
712,zen'indeforo-surukara。,全員でフォローするから。
713,mochironwatashimodorowokoumurukara。,もちろん私も泥を被るから。
714,min'nanibouhantoiumonowo。,みんなに防犯というものを。
715,shittemorautameniyattekimashita。,知ってもらうためにやって来ました。
716,zettainidoawoaketehaikemasen。,絶対にドアを開けてはいけません。
717,kyouhakonoiekaranusundeyaruzoxo。,今日はこの家から盗んでやるぞぉ。
718,konomomokochanmozettainiakemasen。,このモモコちゃんも絶対に開けません。
719,pi-po-pi-po-narase。,ピーポーピーポー鳴らせ。
720,fusokunojitainotaishohoudesu。,不測の事態の対処法です。
721,yappariatashimuridesu。,やっぱりあたし無理です。
722,motomotowatashikeijinimuitenaishi。,もともと私刑事に向いてないし。
723,mukaiterumukaitenainomondaijanai。,向いてる向いてないの問題じゃない。
724,shigotonitaisurushiseinomondai。,仕事に対する姿勢の問題。
725,wakan'nainaramouiiwa。,わかんないならもういいわ。
726,iedesukinadakeneteinasai。,家で好きなだけ寝ていなさい。
727,kimotosangataihen'nandesuyo。,木元さんが大変なんですよ。
728,kochirakararenrakusurumade。,こちらから連絡するまで。
729,iedeneteronanteiwaretamondakara。,家で寝てろなんて言われたもんだから。
730,atashihakagakusousasenmon'nande。,あたしは科学捜査専門なんで。
731,makotonimoushiwakearimasenga。,誠に申し訳ありませんが。
732,denwawooukesurukotogadekimasen。,電話をお受けすることができません。
733,iyaninattandeshou。,いやになったんでしょう。
734,shakaijintoshitearumajikikoui。,社会人としてあるまじき行為。
735,puronojikakuganainingenha。,プロの自覚がない人間は。
736,tonikakumamirindakehazettaidame。,とにかく真美りんだけは絶対ダメ。
737,bukanojinseiwomoteasobu。,部下の人生をもてあそぶ。
738,bokutachinodarekagakubininarundashi。,僕たちの誰かがクビになるんだし。
739,happi-happi-happi-。,ハッピーハッピーハッピー。
740,arekittojinjibudesuyo。,あれきっと人事部ですよ。
741,toubutofukubunisanjuukoukeinojuudanwo。,頭部と腹部に三十口径の銃弾を。
742,genzaigaishanomimotonowaridashichuudesu。,現在ガイシャの身元の割り出し中です。
743,tadanochinpiradoushinokenkada。,ただのチンピラ同士の喧嘩だ。
744,tsukawaretakenjuuhafiripinru-tode。,使われた拳銃はフィリピンルートで。
745,jikendehanaitoomoimasuga。,事件ではないと思いますが。
746,sorehakochiragakimemasunode。,それはこちらが決めますので。
747,koreshu-kuri-mumottekimashita。,これシュークリーム持ってきました。
748,genbaniattataiyakonkara。,現場にあったタイヤ痕から。
749,son'nanijikanhakakaranaitoomouwa。,そんなに時間はかからないと思うわ。
750,souiebakimotonoyatsutte。,そういえば木元のやつって。
751,tosainuyorikigatsuyoidesu。,土佐犬より気が強いです。
752,anokomoaikawarazudana。,あの子も相変わらずだな。
753,shouryounoensosan'iongafukumareteita。,少量の塩素酸イオンが含まれていた。
754,sukuro-sutan'ningakenshutsusareta。,スクロースタンニンが検出された。
755,attanjanaikashira。,あったんじゃないかしら。
756,keikoujushigafuchakushitetakara。,蛍光樹脂が付着してたから。
757,wazawazajuutsukawanaiyaro。,わざわざ銃使わないやろ。
758,sadisutikkunakairakusatsujintokangaeru。,サディスティックな快楽殺人と考える。
759,hikitsudukihigaishanomimotowo。,引き続き被害者の身元を。
760,kinoukararenrakutsukanakuttesa。,昨日から連絡つかなくってさ。
761,jitakunidenwasasetemoraimashita。,自宅に電話させてもらいました。
762,kon'nakotoshitemodaremoeshinaiyo。,こんなことしても誰も得しないよ。
763,kimotosan'nokawarinikubininarundayone。,木本さんのかわりにクビになるんだよね。
764,nandesounarunokayokuwakaranaindakedo。,なんでそうなるのかよくわからないんだけど。
765,kinshimachinopabudehataraiterundakedo。,錦糸町のパブで働いてるんだけど。
766,konomamadatodenkimotomerareru。,このままだと電気も止められる。
767,shushikawattoruyanaika。,趣旨変わっとるやないか。
768,tadaimarusunishiteorimasu。,ただいま留守にしております。
769,konkaimomimotonowakarumonoha。,今回も身元の分かる物は。
770,higaishanojitenshanibutsukatta。,被害者の自転車にぶつかった。
771,kanshikameraonajikenjuujikendesuga。,監視カメラ同じ拳銃事件ですが。
772,onajimesse-jiwonokoshiteru。,同じメッセージを残してる。
773,kon'nakazenikinitsurashitarihashinai。,こんな風に木に吊らしたりはしない。
774,konotaipunokairakusatsujinhanha。,このタイプの快楽殺人犯は。
775,kouiumesse-jiwonokoshitarihashinai。,こういうメッセージを残したりはしない。
776,kinitsurushiagetatokangaerareru。,木につるし上げたと考えられる。
777,koreranokotokarahan'ninha。,これらのことから犯人は。
778,hageshiisupo-tsuwoyatteite。,激しいスポーツをやっていて。
779,shakaiseikatsuhakichintokonashiteite。,社会生活はきちんとこなしていて。
780,madahankouhatsudukukanouseigatakai。,まだ犯行は続く可能性が高い。
781,chottosonokimotosan'nokotode。,ちょっとその木元さんのことで。
782,modotterunjanaikatoomotte。,戻ってるんじゃないかと思って。
783,aaiunonihaittarishite。,ああいうのに入ったりして。
784,hadenihashaideimashita。,派手にはしゃいでいました。
785,tadaareiraidekindeshitaga。,ただあれ以来出禁でしたが。
786,hatteittamonogaarimasukedo。,貼っていったものがありますけど。
787,senshuunogetsuyoubikaraokashishiteimasu。,先週の月曜日からお貸ししています。
788,menkyoshouhaho-muresukarameigiwokatta。,免許証はホームレスから名義を買った。
789,higaishanomimotogawakattazo。,被害者の身元が分かったぞ。
790,akichinokoyanikankinshitaageku。,空き地の小屋に監禁した挙句。
